model,event_id,true_label,pred_label,pred_conf,logits,notes,latency_sec,actor_norm
conflibert_finetuned_fewshot_v1,NIG34705,S,R,0.19733284413814545,"[0.195301815867424, 0.13593055307865143, 0.13742583990097046, 0.19733284413814545, 0.13786539435386658, 0.1961434781551361]","Security measures: On 23 January 2024, the governor of Plateau state imposed a 24 hour curfew on Mangu LGA (Plateau) following violence which broke out in different parts of the town [coded separately].",0.001,Government of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG21973,B,E,0.232058584690094,"[0.18381480872631073, 0.232058584690094, 0.1604774296283722, 0.127324178814888, 0.1576569825410843, 0.1386679857969284]","On 15 September 2021, ISWAP militants engaged Nigerian troops in an armed clash at Burimari (Nganzai, Borno) coded as Gajiram. Six soldiers were killed. The soldiers were reportedly on patrol in the area.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG19936,B,E,0.19797872006893158,"[0.18918375670909882, 0.19797872006893158, 0.16642087697982788, 0.15614011883735657, 0.1595267802476883, 0.13074974715709686]","On 25 January 2021, IPOB members clashed with Nigerian military troops at Banana Junction (Orlu LGA, Imo), killing four soldiers including the Military Director of Civil Affairs. IPOB members also seized their weapons.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG18955,B,B,0.19290649890899658,"[0.19290649890899658, 0.1851317435503006, 0.14794263243675232, 0.1675495207309723, 0.15386022627353668, 0.15260933339595795]","On 19 November 2020, Nigerian military troops clashed with Boko Haram elements (assumed JAS) at Burari Village located at the fringes of Sambisa Forest (Gwoza LGA, Borno), killing three and recovering weapons.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG28050,B,E,0.2024349868297577,"[0.1749698370695114, 0.2024349868297577, 0.17434526979923248, 0.15943583846092224, 0.15199996531009674, 0.136814147233963]","On 12 January 2021, two cult militias clashed in Badagry (Badagry, Lagos). 1 person was killed.",0.001,Unidentified Cult Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG18747,V,E,0.21677540242671967,"[0.17458182573318481, 0.21677540242671967, 0.18154168128967285, 0.14227153360843658, 0.15325501561164856, 0.13157454133033752]","Around 21 October 2020 (week of), Boko Haram militants abducted no fewer than 30 farmers in Njimtilo and Moromti communities (Konduga LGA, Borno). Reason for abduction unknown.",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,NIG21907,S,E,0.22259891033172607,"[0.1918410211801529, 0.22259891033172607, 0.14745865762233734, 0.12765923142433167, 0.15487420558929443, 0.1555679589509964]","Around 8 September 2021 (as reported), Zamfara state government arrested no fewer than 100 violators of the governor's executive order and the interception of food and fuel being conveyed to militia camps (location coded to Gusau, Zamfara).",0.001,Government of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG26815,V,E,0.2251824140548706,"[0.18723773956298828, 0.2251824140548706, 0.17186269164085388, 0.12781155109405518, 0.1452646553516388, 0.14264091849327087]","On 14 October 2021, a Niger militia shot indiscriminately in Anguwar Juma'a (Suleja, Niger), coded as Suleja. Two persons were wounded, three others were abducted.",0.001,Niger Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG24336,E,B,0.20675523579120636,"[0.20675523579120636, 0.18622994422912598, 0.14660704135894775, 0.14165343344211578, 0.14115071296691895, 0.17760363221168518]","Around 29 March 2022 (between 28 - 31 March), the Nigerian Air Force carried out airstrikes that took out a stockpile of ISWAP weapons in their depot at Bukar Meram (Monguno, Borno) and 2km south of Kollaram [coded separately], according to the Defence Headquarters.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG18306,V,E,0.2149660289287567,"[0.17146974802017212, 0.2149660289287567, 0.18228279054164886, 0.14390593767166138, 0.1543368548154831, 0.13303861021995544]","On 23 September 2020, Fulani herdsmen attacked local miners at Jol (Riyom LGA, Plateau), injuring nine. Unknown reason for attack.",0.001,Fulani Ethnic Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG39769,P,R,0.26985394954681396,"[0.17811548709869385, 0.12513288855552673, 0.11338411271572113, 0.26985394954681396, 0.14823225140571594, 0.1652812659740448]","On 4 August 2024, youth protested at Agho junction along Ekenhuan Road in Benin City (Oredo, Edo). The protesters conducted church service at the protest ground while the police monitored their activities.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG25237,B,E,0.2098434418439865,"[0.1893068552017212, 0.2098434418439865, 0.15270072221755981, 0.14342595636844635, 0.15743640065193176, 0.14728663861751556]","On 13 June 2022, soldiers in collaboration with policemen while on a routine patrol foiled an attack and clashed with a Kaduna communal militia in Sabon Sara village, coded to Kachia (Kachia, Kaduna). One militiaman was killed, one rifle was and nine motorcycles were recovered.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG35644,B,E,0.2147650420665741,"[0.1909797340631485, 0.2147650420665741, 0.15823644399642944, 0.13114036619663239, 0.1519625037908554, 0.15291593968868256]","Around 20 March 2024 (as reported), the Nigerian troops shot and killed a Taraba militiaman in Kutoko village, coded to Takum (Takum, Taraba). An AK-47 Rifle and a magazine containing four live rounds of 7.62mm special ammunition were recovered.",0.001,Military Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG35416,B,E,0.2335616797208786,"[0.18773607909679413, 0.2335616797208786, 0.1252289116382599, 0.12134313583374023, 0.16714297235012054, 0.16498716175556183]","On 3 March 2024, Nigerian troops and CJTF ambushed and killed four ISWAP fighters at Moula in Ngala LGA, coded to Ngala (Ngala, Borno). Moula was regarded as one of their logistic routes",0.001,Military Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG25220,R,B,0.20197047293186188,"[0.20197047293186188, 0.15369121730327606, 0.13750338554382324, 0.1975836306810379, 0.14721395075321198, 0.16203729808330536]","On 10 June 2022, a mob attacked policemen who were enforcing a ban on commercial motorcycles and tried to stop them from seizing motorcycles in Ikorodu (Ikorodu, Lagos). A standby backup of policemen intervened, 50 persons were arrested [coded separately] and 14 motorcycles were seized.",0.001,Rioters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG23676,B,E,0.2100355178117752,"[0.17886680364608765, 0.2100355178117752, 0.1752840280532837, 0.146004781126976, 0.15994153916835785, 0.12986737489700317]","On 11 February 2022, policemen foiled an attack by Katsina militiamen and engaged them in an armed clash in Nasarawa Bugaje (Jibia, Katsina). The assailants fled and left rustled animals. 200 cows and 150 sheep were recovered by the policemen. There were no fatalities.",0.001,Katsina Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG36120,R,B,0.1907564103603363,"[0.1907564103603363, 0.1892445981502533, 0.1573525071144104, 0.16263990104198456, 0.1550634205341339, 0.14494314789772034]","On 22 January 2023, a youth mob attacked a suspected pastoralist in Mosogar (Ethiope West, Delta). The mob set the man on fire killing the suspect. The mob also stoned the police forces who had come to collect the body. The pastoralist was suspected of being part of a kidnapping group in the area.",0.001,Rioters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG34634,P,R,0.2813786566257477,"[0.18132586777210236, 0.1118536964058876, 0.1129259541630745, 0.2813786566257477, 0.14715218544006348, 0.1653636246919632]","On 25 January 2024, the Ariaria Market Traders protested on the premises of a local radio station in Aba (Aba South, Abia) over the re-emergence of illegal revenue collection. They claimed some individuals were trying to impose a daily levy of five hundred naira on them in addition to the approved 18,000 fixed by the government. They asked the government to intervene.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG35278,V,B,0.19649775326251984,"[0.19649775326251984, 0.17029331624507904, 0.12817159295082092, 0.1947615146636963, 0.1533254086971283, 0.1569504290819168]","On 26 February 2024, a Kaduna militia shot and killed five people and injured many others when attacking the Ungwan Ganye B and Sabon Gida communities, coded to Gwantu (Sanga, Kaduna). The militia rode on motorcycles and invaded the communities when the residents were already sleeping.",0.001,Kaduna Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG23388,B,E,0.2184547483921051,"[0.1900927573442459, 0.2184547483921051, 0.18395106494426727, 0.1132129579782486, 0.15759341418743134, 0.13669510185718536]","Around 26 January 2022 (between 21 - 28 January), security operatives (presumed military) clashed with Niger militiamen in Shiroro LGA (Niger), coded to Kuta, and in the forest around Guni, Kutchi, Zagzaga and Katarma (Muya LGA) [coded separately]. Over 70 militiamen and an unspecified number of security operatives were killed; over 300 cows and 200 sheep were recovered, an unspecified number of militiamen were arrested. 70 fatalities split across 3 events, unknown task force fatalities coded as 3.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG21236,B,E,0.20245175063610077,"[0.18853811919689178, 0.20245175063610077, 0.1612360179424286, 0.14905008673667908, 0.16612917184829712, 0.13259482383728027]","On 4 July 2021, the police clashed with armed individuals at the Igieduma forest reserve (Uhunmwode LGA, Edo) during an operation to rescue nine people who had been kidnapped earlier that day (coded separately). An unidentified number of kidnappers were injured and the group was recued unharmed.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG29459,E,E,0.19866034388542175,"[0.19407732784748077, 0.19866034388542175, 0.1619647890329361, 0.1410236805677414, 0.14873269200325012, 0.15554118156433105]","Around 4 January 2023 (as reported), the air task force of Operation Hadin Kai conducted airstrikes targeted at Boko Haram [JAS] militants at Mantari village in Marte LGA (Borno). One commnader and three leaders of the militants were killed.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG33847,B,B,0.19442394375801086,"[0.19442394375801086, 0.1919851005077362, 0.14446565508842468, 0.15120315551757812, 0.15866661071777344, 0.15925553441047668]","On 15 November 2023, Nigerian troops clashed with the Katsina militia while on fighting patrol in Batsari LGA, coded to Batsari (Batsari, Katsina). The military killed one militia and recovered one AK47 rifle, two magazines loaded with 20 rounds of 7.62 mm Special ammo and four motorcycles.",0.001,Military Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG19603,B,E,0.22513046860694885,"[0.1752316802740097, 0.22513046860694885, 0.19501812756061554, 0.1272316426038742, 0.14777471125125885, 0.12961339950561523]","On 27 January 2021, Nigerian military troops clashed with Boko Haram (assumed JAS) at Maiyanki, Darussalam, Bula Kurege and Izza (Gwoza LGA, Borno), killing many militants and recovering weapons and ammunition. One soldier was also killed and three injured. Many Chibok girls kidnapped in 2014 also escaped. Many militant fatalities coded as 10.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG38088,V,E,0.21151548624038696,"[0.19794271886348724, 0.21151548624038696, 0.15454985201358795, 0.12783311307430267, 0.15391109883785248, 0.15424776077270508]","On 24 July 2024, a Katsina militia attacked and killed two people in Godiya village, coded as Ruwan Godiya (Faskari, Katsina). An unspecified number of others were injured and abducted.",0.001,Katsina Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG23685,B,E,0.2305765450000763,"[0.17749154567718506, 0.2305765450000763, 0.18740399181842804, 0.12392581254243851, 0.15451854467391968, 0.12608355283737183]","On 12 February 2022, Nigerian police and military forces, together with local vigilantes, engaged Niger militiamen in a clash in Nasko (Magama, Niger), after the militiamen attacked civilians at villages around Nasko (coded separately). Scores of militiamen were killed; 20 abductees were rescued, large herds of cattle, weapons and ammunition were recovered. Scores of fatalities coded as 20.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG22436,V,E,0.2138482630252838,"[0.19487076997756958, 0.2138482630252838, 0.16120295226573944, 0.14893223345279694, 0.15285678207874298, 0.12828892469406128]","On 5 November 2021, the aide-de-camp of the Gombe state governor, together with other armed individuals, attacked the convoy of senator Danjuma Goje in Gombe (Gombe, Gombe). The governor denied links with the attack and accused the senator of arming his supporters; one person was killed and vehicles were vandalized.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG34552,V,E,0.2019970417022705,"[0.17742644250392914, 0.2019970417022705, 0.1426195353269577, 0.1608421802520752, 0.1597074717283249, 0.15740737318992615]","On 10 January 2024, ISWAP claimed to have killed a CJTF member while raiding his house in Kanama (Yunusari, Yobe).",0.001,Islamic State West Africa Province (ISWAP)
conflibert_finetuned_fewshot_v1,NIG38732,V,E,0.22085633873939514,"[0.19115449488162994, 0.22085633873939514, 0.16389784216880798, 0.11908338218927383, 0.16554364562034607, 0.13946425914764404]","On 20 August 2024, a Katsina militia abducted a KCWC member in Yan Tumaki village (Dan-Musa, Katsina). The militia killed the hostage at Dangeza village on 22 August 20204, coded separately.",0.001,Katsina Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG28668,V,E,0.21351665258407593,"[0.19981996715068817, 0.21351665258407593, 0.1494917869567871, 0.13892348110675812, 0.15370137989521027, 0.1445467323064804]","On 31 October 2022, a Zamfara militia shot indiscriminately at civilians in Yankaba (Kaura Namoda, Zamfara) and killed 4 persons.",0.001,Zamfara Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG21968,P,B,0.21004034578800201,"[0.21004034578800201, 0.1476050615310669, 0.13869065046310425, 0.18838843703269958, 0.15109063684940338, 0.1641848385334015]","On 14 September 2021, hundreds of women protested the absence of power supply in Kumbotso LGA (Kano) coded as Kumbotso. The protesters claimed that there has been no power supply in the area for seven years.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG24281,V,E,0.21793310344219208,"[0.18794088065624237, 0.21793310344219208, 0.17219313979148865, 0.13191890716552734, 0.15282738208770752, 0.13718654215335846]","On 29 March 2022, suspected Fulani militiamen dressed in military camouflage shot sporadically at civilians in Naka (Gwer West, Benue). Three persons were killed, an unspecified number of persons are missing.",0.001,Fulani Ethnic Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG19587,B,E,0.20050634443759918,"[0.18632462620735168, 0.20050634443759918, 0.1583581566810608, 0.15537777543067932, 0.15135523676872253, 0.14807790517807007]","On 25 January 2021, unidentified gunmen clashed with Nigerian police in Karim Lamido LGA (Taraba), killing two policemen and seizing their weapons.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG22705,P,R,0.23407341539859772,"[0.18835890293121338, 0.13809101283550262, 0.1272885799407959, 0.23407341539859772, 0.14173999428749084, 0.17044802010059357]","On 24 November 2021, youths from Ogheghe community blocked the Benin-Sapele road (Oredo, Edo), coded as Benin City, in protest against the state of roads in their communities.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG34880,S,R,0.2842418849468231,"[0.17245252430438995, 0.08653602749109268, 0.1194227784872055, 0.2842418849468231, 0.12819667160511017, 0.20915010571479797]","Security measures: On 30 January 2024, the Osun State Government imposed a 12-hour curfew in Ilobu and Ifon, coded to Ifon (Orolu, Osun), over communal clashes between the two communities.",0.001,Government of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG35561,P,R,0.2870013415813446,"[0.17245890200138092, 0.10902152955532074, 0.12068065255880356, 0.2870013415813446, 0.14727585017681122, 0.1635616272687912]","On 12 March 2024, IMN members protested at the US Embassy, AMAC, Abuja (Abuja Municipal, FCT), over the Israeli-Palestinian conflict. They submitted a petition demanding the US government intervene in the crisis.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG21090,B,E,0.20180071890354156,"[0.18812400102615356, 0.20180071890354156, 0.1625097692012787, 0.1571713536977768, 0.1510399878025055, 0.13935410976409912]","On 17 June 2021, ISWAP fighters clashed with Nigerian police operatives following an attack on Gujba town (Gujba LGA, Yobe). At least three policemen were killed. ISWAP fighters also looted medical supplies and set properties and houses ablaze.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG31491,B,B,0.19142654538154602,"[0.19142654538154602, 0.16970743238925934, 0.15371406078338623, 0.18616917729377747, 0.15088459849357605, 0.14809823036193848]","On 31 May 2023, policemen and So Safe corps officials were engaged in an armed clash by an unidentified armed group in Awo village (Obafemi, Ogun) when they attempted to rescue two civilians who were abducted the previous day. One So Safe official was killed, his rifle and phone were stolen by the assailants.",0.001,Police Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG17350,P,R,0.21691876649856567,"[0.19544516503810883, 0.14814120531082153, 0.133187398314476, 0.21691876649856567, 0.14570264518260956, 0.1606048345565796]","On 10 June 2020, a group of Muslim women demonstrated in Osogbo (Osogbo LGA, Osun) over gender-based violence in Nigeria.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG22254,P,R,0.2191786766052246,"[0.19287137687206268, 0.15071183443069458, 0.13506650924682617, 0.2191786766052246, 0.14388616383075714, 0.1582854837179184]","On 11 October 2021, locals from Ovwor community protested against the alleged illegal collection of levies by the principal of a government-owned school in Ovwor (Ughelli South, Delta), coded as Okwagbe. A majority of the protesters were women.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG35854,V,B,0.19223858416080475,"[0.19223858416080475, 0.1890454739332199, 0.14331531524658203, 0.17830975353717804, 0.14568652212619781, 0.15140439569950104]","On 3 April 2024, a Kaduna militia shot and killed the head of the Gashe community in Kachia LGA, coded to Katari (Kachia, Kaduna). The militia abducted ten others, including a father, mother, eight children and their three relatives from the community. They also robbed shops and a local pharmacy.",0.001,Kaduna Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG20679,B,E,0.20370933413505554,"[0.1922500878572464, 0.20370933413505554, 0.16236138343811035, 0.14807066321372986, 0.14908288419246674, 0.1445256620645523]","On 10 May 2021, Nigerian police operatives clashed with suspected kidnappers at Ahor community (Ehor) (Uhunmwode LGA, Edo), killing three and rescuing seven kidnapped victims.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG35216,V,B,0.1993149071931839,"[0.1993149071931839, 0.1771330088376999, 0.13996048271656036, 0.1601695418357849, 0.15398256480693817, 0.16943952441215515]","On 17 February 2024, a Zamfara militia abducted twenty commuters along the Gusau-Funtua Road coded to Gusau (Gusau, Zamfara). They set vehicles on fire.",0.001,Zamfara Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG23613,B,E,0.2387794554233551,"[0.19311942160129547, 0.2387794554233551, 0.1600053906440735, 0.11024405062198639, 0.1596902310848236, 0.13816143572330475]","On 7 February 2022, Nigerian police forces clashed with IPOB militants at their camps in Okwudo (Njaba, Imo) and Umuorji Mgbidi [coded separately]. Three militants were killed, nine others were arrested with various degrees of gunshot wounds; guns, ammunition, four locally made IEDs hard drugs and Biafran flags were recovered. Three fatalities split across two event, coded as 2.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG24644,P,R,0.32345059514045715,"[0.16407115757465363, 0.09337080270051956, 0.12083601206541061, 0.32345059514045715, 0.13630834221839905, 0.1619630604982376]","On 3 May 2022, members of the PDP in Ogun State protested at the state secretariat of the party in Abeokuta (Abeokuta South, Ogun) against the imposition of ward ad-hoc delegates who the protesters claimed were loyal to the governorship aspirant.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG24227,V,E,0.2078927904367447,"[0.17425982654094696, 0.2078927904367447, 0.17654933035373688, 0.15617342293262482, 0.15553778409957886, 0.129586860537529]","On 30 March 2022, Kaduna militiamen abducted two farmers from their land at Unguwar Barde, coded to Rijana (Kachia, Kaduna). There are no details about ransom payment.",0.001,Kaduna Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG19264,B,E,0.21433700621128082,"[0.16568003594875336, 0.21433700621128082, 0.1973811239004135, 0.14365746080875397, 0.15065710246562958, 0.12828727066516876]","On 16 December 2020, ISWAP clashed with Nigerian troops near Cross Kauwa (Kukawa LGA, Borno), allegedly killing and wounding a number of soldiers. Unknown fatalities coded as 10.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG17122,B,R,0.19851228594779968,"[0.19136682152748108, 0.15506985783576965, 0.14903146028518677, 0.19851228594779968, 0.14799067378044128, 0.1580289602279663]","On 27 May 2020, communal militias from Urum and Achalla clashed over a parcel of land in Urum (Awka North LGA, Anambra). 1 person was killed and several were reported injured.",0.001,Urum Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG31647,S,R,0.224155455827713,"[0.17885901033878326, 0.12006592005491257, 0.1252216398715973, 0.224155455827713, 0.14016899466514587, 0.21152901649475098]","Non-violent activity: On 9 June 2023, an unidentified armed group suspected to be land grabbers chased away residents of Shimawa (Shagamu, Ogun) and 13 other communities including some in Obafemi LGA [coded separately].",0.001,Unidentified Armed Group (Nigeria)
conflibert_finetuned_fewshot_v1,NIG34054,V,E,0.20971448719501495,"[0.184278205037117, 0.20971448719501495, 0.1642293483018875, 0.1470130980014801, 0.15791292488574982, 0.1368519812822342]","Around 6 December 2023 (as reported), soldiers killed three suspected informants of a Kaduna militia at Kohoto, coded to nearby Janjala (Kagarko, Kaduna). Six other suspects were arrested.",0.001,Military Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG23110,P,E,0.20346945524215698,"[0.16684047877788544, 0.20346945524215698, 0.14519162476062775, 0.20312875509262085, 0.13456295430660248, 0.1468067318201065]","On 1 January 2022, hundreds of youths blocked the Dass- Tafawa Balewa highway, Dass LGA (Bauchi) while protesting over the attack on the convoy of the emir of Dass by a group earlier.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG30021,V,R,0.23038595914840698,"[0.18294265866279602, 0.13812793791294098, 0.11775756627321243, 0.23038595914840698, 0.15308190882205963, 0.17770400643348694]","On 8 February 2023, policemen shot the chairman of Ekpan development committee and abducted him along Warri-Sapele road (Warri South, Delta). Some sources claim that the policemen were acting on the orders of the state governor and the PDP governorship aspirant.",0.001,Police Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG35660,V,B,0.1992487758398056,"[0.1992487758398056, 0.17941530048847198, 0.13841567933559418, 0.16632522642612457, 0.1540563851594925, 0.16253861784934998]","On 13 March 2024, an unidentified armed group fired sporadically from two vehicles and killed at least two people in the Dabna community (Hong, Adamawa).",0.001,Unidentified Armed Group (Nigeria)
conflibert_finetuned_fewshot_v1,NIG28714,B,E,0.1983863115310669,"[0.1940876692533493, 0.1983863115310669, 0.15589679777622223, 0.14673739671707153, 0.16201865673065186, 0.14287316799163818]","On 14 November 2022, troops of Operation Hadin Kai together with Civilian JTF operatives clashed with Boko Haram [JAS faction] militants who had set up an illegal vehicle checkpoint to rob civilians at Ngwom (Mafa, Borno). Two civilians were killed, the troops recovered four of the militants' motorcycles.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG32867,P,R,0.22050976753234863,"[0.18136607110500336, 0.14084576070308685, 0.11479952186346054, 0.22050976753234863, 0.15753866732120514, 0.18494020402431488]","On 21 September 2023, former workers of Honeywell Flour Mills blocked the entrance (with unspecified means) to Honeywell's main gate in Tincan, Lagos (Lagos Island, Lagos) over the decision of the company to deduct gratuity from their severance package. They prevented workers and trucks from going in and out of the company.",0.001,Protesters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG22079,V,E,0.19058798253536224,"[0.18284660577774048, 0.19058798253536224, 0.17661482095718384, 0.16131627559661865, 0.1541581004858017, 0.13447625935077667]","On 24 September 2021, an unidentified armed group shot and injured two motorcyclists and abducted a woman and two of her daughters at Oko Junction, in or around Omu Aran (Irepodun, Kwara). There are no reports about ransom demands yet.",0.001,Unidentified Armed Group (Nigeria)
conflibert_finetuned_fewshot_v1,NIG24604,B,E,0.222991943359375,"[0.17437709867954254, 0.222991943359375, 0.20051005482673645, 0.12878327071666718, 0.15040449798107147, 0.12293319404125214]","On 4 May 2022, Nigerian troops clashed and killed scores of ISWAP/ Boko Haram and cleared out 24 of their camps in the Bama LGA (Borno) axis. Adamu Ngulde, a commander of the militants, was one of the fatalities, dozens of militants surrendered and more than 900 women and children were rescued. Fatalities coded as 20.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG30964,S,E,0.2119283825159073,"[0.1754298210144043, 0.2119283825159073, 0.18573680520057678, 0.1489502638578415, 0.151807963848114, 0.12614671885967255]","Around 13 April 2023 (between 6 April - 20 April), a total of 501 Boko Haram/ ISWAP militants comprised of 60 males, 176 females and 266 children surrendered to Nigerian troops at different locations within the theatre of operation. Location coded to Maiduguri (Maiduguri Metro, Borno).",0.001,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,NIG37991,S,R,0.27063241600990295,"[0.17177991569042206, 0.09302820265293121, 0.11951272189617157, 0.27063241600990295, 0.1294969767332077, 0.21554970741271973]","Security measures: On 4 August 2024, the Plateau State Governor declared a 24-hour curfew on Jos/Bukuru Metropolis, coded to Jos (Jos North, Plateau) due to the property destruction and looting that occurred during the #EndBadGovernanceInNigeria demonstrations.",0.001,Government of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG27982,V,B,0.20196278393268585,"[0.20196278393268585, 0.1883125752210617, 0.14382533729076385, 0.15818892419338226, 0.146684929728508, 0.16102541983127594]","On 11 September 2020, Katsina militiamen attacked and killed five farmers in Yanteba village of Malumfashi LGA (Katsina).",0.001,Katsina Communal Militia (Nigeria)
conflibert_finetuned_fewshot_v1,NIG21730,V,B,0.18984472751617432,"[0.18984472751617432, 0.17175939679145813, 0.16415627300739288, 0.17443829774856567, 0.15103356540203094, 0.14876776933670044]","On 15 August 2021, a commissioner in Anambra state was shot at by armed men reported to be naval officers at Awkuzu, (Oyi LGA, Anambra state). It is unclear whether he sustained injuries.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG35108,V,B,0.1942559778690338,"[0.1942559778690338, 0.1785432994365692, 0.14124195277690887, 0.18388552963733673, 0.1545843631029129, 0.14748884737491608]","On 15 February 2024, a Naval officer shot and killed a man at a military checkpoint at Owerri-Nta (Isiala Ngwa South, Abia) after he refused to stop at the checkpoint. The Navy claimed that the victim was shot because he was struggling for a gun with the soldier after he was invited over an allegation of theft levelled against him.",0.001,Military Forces of Nigeria (2023-)
conflibert_finetuned_fewshot_v1,NIG19595,B,E,0.21898674964904785,"[0.19535498321056366, 0.21898674964904785, 0.14912015199661255, 0.1299491971731186, 0.15435005724430084, 0.1522389054298401]","Around 26 January 2021 (as reported), Nigerian military troops with MNJTF forces clashed with Boko Haram fighters (assumed JAS) on the Nigerian side of the Kerawa Border near Kirawa (Gwoza LGA, Borno), killing 40 fighters.",0.001,Military Forces of Nigeria (2015-2023)
conflibert_finetuned_fewshot_v1,NIG33592,R,R,0.1932530254125595,"[0.1874498873949051, 0.16306789219379425, 0.1592019498348236, 0.1932530254125595, 0.1527005285024643, 0.14432667195796967]","On 1 November 2023, members of NUPENG who were demonstrating at the union's office in Utako (Abuja Municipal, FCT) over claims that the newly elected leaders of the union were imposed on them beat up the newly elected chairman. The victim was rescued by policemen and taken to a hospital.",0.001,Rioters (Nigeria)
conflibert_finetuned_fewshot_v1,NIG27038,B,B,0.1860576570034027,"[0.1860576570034027, 0.1809956282377243, 0.16665929555892944, 0.15499795973300934, 0.1593993455171585, 0.1518900990486145]","On 4 May 2021, presumed policemen clashed with an unidentified armed group in Ethiope West LGA (Delta), coded as Oghara. Two policemen were wounded.",0.001,Police Forces of Nigeria (2015-2023)
