model,event_id,true_label,pred_label,pred_conf,logits,reasoning,latency_sec,actor_norm,notes
llama3.2:3b,CAO10023,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.87,Military Forces of Cameroon (1982-),"On 7 February 2023, military forces based on a tip-off attacked and engaged Ambazonian Separatists in an armed clash at an illegal vehicle checkpoint in Achang (Ngie, Momo, Nord-Ouest). The clash lasted for close to 2 hours 30 minutes, two separatists were killed and an unspecified number of soldiers were wounded."
llama3.2:3b,CAO8557,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.96,Ambazonian Separatists (Cameroon),"Around 16 February 2024 (as reported), Ambazonian Separatists clashed with the military forces around Mamfe (Mamfe, Manyu, Sud-Ouest). With 4 total fatalities, fatalities split across three events. No information on the injuries."
llama3.2:3b,CAO5541,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.86,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 1 October 2021, the army's rapid intervention force attacked a Boko Haram camp in Kerawa village, Kolofata subdivision (Mayo-Sava, Extreme-Nord), killing several fighters. Unknown fatalities coded as 3."
llama3.2:3b,CAO15043,S,E,0.85,"[0.01, 0.02, 0.92, 0.01, 0.01, 0.01]",,0.92,Military Forces of Cameroon (1982-) Gendarmerie,"Other: On 31 July 2024, a Gendarmerie patrol team fired sporadic gunshots in Kakar (Ndu, Donga-Mantung, Nord-Ouest) for an unknown reason."
llama3.2:3b,CAO2818,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,1.0,Military Forces of Cameroon (1982-),"On 9 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in the village of Awing, in Santa subdivision (Mezam, Nord-Ouest). They reportedly burnt houses and killed one civilian and two separatists. (Total of 3 fatalities)."
llama3.2:3b,CAO11112,S,E,0.98,[],,0.61,Ambazonian Separatists (Cameroon),"Looting: On 2 February 2024, Ambazonian Separatists extorted money and food items from business persons at the market square in Lassin (Noni, Bui, Nord-Ouest)."
llama3.2:3b,CAO11775,S,P,0.99,"[0.99, 0.01, 0.0, 0.98, 0.01, 0.01]",,0.96,Ambazonian Separatists (Cameroon),"Non-violent activity: On 18 July 2023, Ambazonian Separatists warned truck drivers not to place loads in Ngarum (Donga-Mantung, Nord-Ouest) unless they paid 150,000 francs and registered their vehicles with them."
llama3.2:3b,CAO6097,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.89,Ambazonian Separatists (Cameroon),"On 24 May 2022, Cameroonian military forces clashed with Ambazonian separatist fighters, Bui Warriors around Yelim near Kumbo (Kumbo, Bui, Nord-Ouest) leading to the death of a separatist commander."
llama3.2:3b,CAO3624,V,E,0.96,"[0.02, 0.01, 0.96, 0.0, 0.01, 0.0]",,0.9,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Around 30 August 2020 (as reported), Boko Haram attacked Makoulahe village, in Mora subdivision (Mayo-Sava, Extreme-Nord). They looted houses and injured 2 women."
llama3.2:3b,CAO15037,S,E,0.98,"[0.01, 0.02, 0.96, 0.01, 0.01, 0.01]",,0.88,Military Forces of Cameroon (1982-),"Property destruction: On 24 July 2024, the security forces, coded as the military forces set fire to a civilian commercial facility in Jinkfuin, Belo district (Tubah, Mezam, Nord-Ouest). The military forces accused the owner of supplying items to Ambazonian Separatists."
llama3.2:3b,CAO4239,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.84,Military Forces of Cameroon (1982-),"On 24 December 2020, the military forces repelled an attack of Boko Haram in Makoulahe village, Mora subdivision (Mayo-Sava, Extreme-Nord), killing one assailant."
llama3.2:3b,CAO10480,S,R,0.92,"[0.11, 0.01, 0.02, 0.03, 0.83, 0.01]",,0.94,Military Forces of Cameroon (1982-),"Property destruction: On 20 March 2023, state security forces, coded as military forces, alongside some local authorities (mayor) destroyed and set several civilian houses ablaze at Mbankah quarters (Ngo-Ketunjia, Nord-Ouest). The mayor accused some civilians of working with Ambazonian Separatists and threatened to destroy all the properties owned by separatists in the area."
llama3.2:3b,CAO10613,S,E,0.98,"[0.01, 0.02, 0.96, 0.0, 0.01, 0.01]",,0.83,Ambazonian Separatists (Cameroon),"Looting: On 10 May 2023, Ambazonian Separatists from the Restoration Forces extorted money amounting to 200,000 FCFA from a civilian whom they imposed as the new traditional chief in Makwe, Upper Bayang commune, coded to Tinto (Manyu, Sud-Ouest). They also forced the civilians to buy a motorcycle for the man to 'support his reign.' The legal leader fled to Mamfe when the Separatists demanded 500,000 FCFA from him."
llama3.2:3b,CAO14213,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.92,Military Forces of Cameroon (1982-),"On 30 April 2024, the military forces arrested 46 civilians (34 male and 12 female) from their private residence during a raid in Bai Kuke (Mbonge, Meme, Sud-Ouest). The reasons for the arrest were unknown."
llama3.2:3b,CAO10471,V,R,0.85,"[0.11, 0.02, 0.01, 0.03, 0.83, 0.01]",,0.85,Military Forces of Cameroon (1982-),"On 22 March 2023, state security forces, coded as military forces, beat up civilians and broke into homes where they looted properties in Ngomgham Mankon, coded to Ntarinkon (Bamenda - Mankon, Mezam, Nord-Ouest). They also harrassed civilians, the attack was after separatists attacked their position in the area and engaged them in an armed clash (coded separately). No information on injuries."
llama3.2:3b,CAO2846,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.86,Military Forces of Cameroon (1982-),"On 14 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in Peng village, Tombel subdivision (Kupe-Manenguba, Sud-Ouest) [coded: Tombel]. Two civilians were killed after they were reportedly flagged as Ambazonian fighters."
llama3.2:3b,CAO15945,V,P,0.92,"[0.01, 0.02, 0.01, 0.95, 0.01, 0.01]",,0.86,Ambazonian Separatists (Cameroon),"On 17 October 2024, Ambazonian Separatists abducted 2 civilians during a Church service in Bonambufei (Ngie, Momo, Nord-Ouest). The Separatists accused the pastor of collaborating with the military forces. The victims were released after paying an unknown amount of money."
llama3.2:3b,CAO10901,S,E,0.98,"[0.01, 0.02, 0.96, 0.01, 0.01, 0.01]",,0.79,Military Forces of Cameroon (1982-),"Other: On 28 December 2023, the military forces fired several gunshots to the air at the market square in Bamunka (Ndop, Ngo-Ketunjia, Nord-Ouest) after they were informed about the presence of Ambazonian Separatists."
llama3.2:3b,CAO12528,S,P,0.92,"[0.01, 0.02, 0.01, 0.88, 0.03, 0.06]",,0.9,Military Forces of Cameroon (1982-),"Other: On 29 September 2022, state security forces (coded as military) fired gunshots in the air in Kumbo (Bui, Nord-Ouest), which prompted businesses to close. The gunshots came after they were made aware of the presence of Ambazonian Separatists carrying out march rehearsals in anticipation of their Independence Day on 1 October."
llama3.2:3b,CAO11666,S,E,0.98,"[0.01, 0.02, 0.96, 0.01, 0.01, 0.01]",,0.85,Military Forces of Cameroon (1982-),"Other: On 14 June 2023, state security forces (coded as military) fired shots to the air in Ndu commune, coded to Ndu (Donga-Mantung, Nord-Ouest), to scare Ambazonian Separatists from implementing a one-day lockdown in the area."
llama3.2:3b,CAO5899,B,B,0.98,"[0.98, 0.02, 0.01, 0.01, 0.01, 0.0]",,0.86,MNJTF: Multinational Joint Task Force,"On 10 March 2022, Cameroonian soldiers, as part of the MNJTF intercepted and killed more than twenty Boko Haram (JAS) (likely) militants in Amchide (Kolofata, Mayo-Sava)."
llama3.2:3b,CAO10757,S,P,0.98,"[0.01, 0.02, 0.03, 0.95, 0.01, 0.01]",,0.86,Ambazonian Separatists (Cameroon),"Other: On 3 June 2023, Ambazonian Separatists fired shots into the air in Bongom (Donga-Mantung, Nord-Ouest) to test their newly acquired weapons. The villagers fled and then returned after they learned that the separatists were testing their new weapons."
llama3.2:3b,CAO10806,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.91,Military Forces of Cameroon (1982-),"On 28 December 2023, the military forces ambushed and killed three Ambazonian Separatists from the Restoration Forces operatives at their hideout in Aassaka (Akwaya, Manyu, Sud-Ouest) while about seven of the operatives escaped but sustained life-threatening injuries."
llama3.2:3b,CAO14355,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.92,Ambazonian Separatists (Cameroon),"On 8 May 2024, Ambazonian Separatists abducted a ship owner alongside two skippers after intercepting 2 ships in the Cameroon-Nigeria waterway in Mabeta (Limbe 3, Fako, Sud-Ouest). The militants later released the men after they paid the sum of approximately 700,000 Franc CFA."
llama3.2:3b,CAO8747,S,E,0.98,"[0.01, 0.02, 0.96, 0.01, 0.01, 0.01]",,0.9,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: Around 30 March 2024 (as reported), Boko Haram (JAS) (likely) militants looted food items and clothing from civilians in Locktcha, coded to Tourou (Mokolo, Mayo-Tsanaga, Extreme-Nord)."
llama3.2:3b,CAO14510,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.89,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 20 August 2024, Boko Haram (JAS) (likely) militants abducted 2 farmers from their fields in Alagarno (Kolofata, Mayo-Sava, Extreme-Nord). They were later released for an unknown reason."
llama3.2:3b,CAO3261,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.05]",,0.86,Ambazonian Separatists (Cameroon),"On 10 May 2020, suspected Ambazonian separatists killed one person in Bakebe village, Mamfe subdivision (Manyu, Sud-Ouest)."
llama3.2:3b,CAO4532,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.49]",,0.85,Ambazonian Separatists (Cameroon),"On 6 April 2021, suspected Ambazonian separatists kidnapped the head of the local National Committee on Disarmament, Demobilization and Reintegration in Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest)."
llama3.2:3b,CAO7298,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.83,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 15 May 2023, ISWAP or Boko Haram militants abducted 2 herders in Zigague (Waza, Logone-et-Chari, Extreme-Nord) and stole a head of oxen. The herders and the oxen were freed when the militants spotted the security forces who had been following them."
llama3.2:3b,CAO11856,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.05]",,0.92,Ambazonian Separatists (Cameroon),"On 8 September 2023, an Ambazonian Separatist shot and injured a male civilian in Bali (Mezam, Nord-Ouest), accusing him of not supporting the two-week lockdown against school resumption."
llama3.2:3b,CAO11447,S,E,0.98,"[0.01, 0.02, 0.96, 0.01, 0.01, 0.01]",,0.87,Military Forces of Cameroon (1982-),"Other: On 4 July 2023, state security forces, coded as military forces, on vehicular patrol shot into the air at the cattle market in Lassin (Bui, Nord-Ouest) to prevent an attack by Ambazonian Separatists after they tipped off that a separatists camp opened in the area."
llama3.2:3b,CAO11732,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.91,Military Forces of Cameroon (1982-),"On 12 July 2023, state security forces (coded as military) arrested 27 men from their homes in Fekeng (Bui, Nord-Ouest) whom they accused of collaborating with Ambazonian Separatists. They were released 24 hours later after paying 30,000frs each."
llama3.2:3b,CAO5007,B,V,0.85,"[0.85, 0.01, 0.02, 0.01, 0.01, 0.05]",,0.98,Military Forces of Cameroon (1982-),"On 5 February 2021, the military forces engaged in fire fights with Ambazonian separatists in Mbengwi town, Mbeggwi subdivision (Momo, Nord-Ouest). One civilian was injured by a stray bullet."
llama3.2:3b,CAO12517,B,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.87,Military Forces of Cameroon (1982-),"On 7 June 2023, state security forces (coded as military) dressed as civilians apprehended an Ambazonian Separatist at a funeral at a home in Batibo (Momo, Nord-Ouest). Another Separatist escaped. There were no fatalities."
llama3.2:3b,CAO8266,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.87,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 18 December 2023, Boko Haram militants [JAS faction] ambushed military forces in Moundou, in the Double-Limani area, coded to Limani (Mora, Mayo-Sava, Extreme-Nord). 2 soldiers were killed and 2 others were wounded. The militants stole 2 motorbikes and the rifles from the killed soldiers."
llama3.2:3b,CAO11956,B,B,0.98,"[0.01, 0.98, 0.0, 0.0, 0.0, 0.01]",,0.83,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 25 October 2023, military forces from the Rapid Intervention Battalion engaged in an armed confrontation with Ambazonian Separatists in Ngarum (Donga-Mantung, Nord-Ouest). There were no casualties."
llama3.2:3b,CAO14297,V,V,0.85,"[0.85, 0.01, 0.02, 0.01, 0.03, 0.04]",,0.87,Military Forces of Cameroon (1982-) Gendarmerie,"On 1 June 2024, a gendarmerie officer beat and injured 1 civilian at a public commercial facility in Boffe, coded to Widikum (Widikum, Momo, Nord-Ouest). No further information."
llama3.2:3b,CAO3310,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.01]",,0.89,Military Forces of Cameroon (1982-),"On 28 May 2020, military forces killed four people suspected to be armed bandits in Bonduma neighbourhood of Buea town (Fako, Sud-Ouest). Residents say the victims were not armed."
llama3.2:3b,CAO13904,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.92,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 9 July 2024, the military forces from the Rapid Intervention clashed with Boko Haram (JAS) (likely) militants in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). 2 militants were killed. The military forces recovered an AK47. The militants had stolen a bicycle but the military forces recovered it and returned to its owner."
llama3.2:3b,CAO14511,V,S,0.85,"[0.03, 0.02, 0.01, 0.01, 0.04, 0.85]",,0.91,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 19 August 2024, ISWAP or Boko Haram militants abducted more than 5 fishers in Mbourdas (Mourdas) (Hile-Alifa, Logone-et-Chari, Extreme-Nord). The militants looted money from fishers. The abductees were released after a ransom fee was paid."
llama3.2:3b,CAO9554,B,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.81,Ambazonian Separatists (Cameroon),"On 22 October 2022, Ambazonian Separatists from the Bui Unity Warriors ambushed and attacked military forces in Tobin (Bui, Nord-Ouest). 1 soldier was killed. Before the Separatists retreated, they hoisted a flag in one of the military buildings in the area."
llama3.2:3b,CAO10284,V,V,0.92,"[0.93, 0.01, 0.02, 0.01, 0.01, 0.03]",,0.85,Ambazonian Separatists (Cameroon),"On 17 October 2022, suspected Ambazonian Separatists, killed a civilian woman, cutting off her breast, and dumped her body in a dump along the Bambili-Babanki road, coded to Bambili (Tubah, Mezam, Nord-Ouest)."
llama3.2:3b,CAO12293,B,V,0.92,"[0.92, 0.02, 0.01, 0.01, 0.01, 0.04]",,0.9,Military Forces of Cameroon (1982-) Gendarmerie,"On 17 September 2023, Gendarmerie forces, shot and killed an Ambazonian Separatist on the road in Bambui (Tubah, Mezam, Nord-Ouest). The Separatist had been attacked by a resident mob for extorting money from civilians before he was handed over to the Gendarmerie forces."
llama3.2:3b,CAO3901,S,V,0.92,"[0.93, 0.01, 0.02, 0.01, 0.01, 0.03]",,0.94,Military Forces of Cameroon (1982-),"On 17 September 2020, the security forces (assumed Military Forces) arrested 'scores' of civilians during a raid in Bakweri town (Fako, Sud-Ouest)."
llama3.2:3b,CAO6445,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.89,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 25 September 2021, ISWAP or Boko Haram fighters ambushed the Cameroonian military camp in Sagme (Makary, Logone-et-Chari, Extreme-Nord) leading to the death of 2. The fighters stole weapons and ammunition and burnt the camp and military vehicles."
llama3.2:3b,CAO5330,V,V,0.92,"[0.92, 0.02, 0.01, 0.01, 0.01, 0.01]",,0.86,Military Forces of Cameroon (1982-),"Around 22 July 2021 (week of), the military forces shot and killed a student in Bambili village, Tubah subdivision (Mezam, Nord-Ouest)."
llama3.2:3b,CAO7711,V,E,0.96,"[0.02, 0.01, 0.96, 0.0, 0.01, 0.0]",,0.88,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 24 August 2023, Around 24 August 2023, Boko Haram (JAS) (likely) militants attacked villagers in Mahoula (Mora, Mayo-Sava, Extreme-Nord). Casualties unknown."
llama3.2:3b,CAO3378,B,S,0.85,"[0.04, 0.03, 0.02, 0.02, 0.05]",,0.81,Military Forces of Cameroon (1982-),"Around 13 June 2020 (between 11 - 15 June), the military forces killed 13 suspected Ambazonian separatists during an operation in 5 villages of Mezam subdivision including Pinyin (Mezam, Nord-Ouest). Fatalities split between five events."
llama3.2:3b,CAO3105,B,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.05]",,0.9,Ambazonian Separatists (Cameroon),"On 15 March 2020, the Ambazonian separatists killed a civilian when they targeted a soldier who he was transporting to his duty post in Mundemba town (Ndian, Sud-Ouest)."
llama3.2:3b,CAO13417,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.01]",,0.84,Ambazonian Separatists (Cameroon),"On 9 April 2024, Ambazonian Separatists from the Restoration Forces faction abducted 9 civilians from their private residences in Kombone (Kumba 1, Meme, Sud-Ouest). The Separatists looted their mobile phones and other valuables. The Separatists accused the civilians of communicating with the military forces."
llama3.2:3b,CAO13748,V,V,0.92,"[0.92, 0.02, 0.01, 0.01, 0.01, 0.04]",,0.95,Military Forces of Cameroon (1982-),"On 31 May 2024, the military forces severely beat a civilian at a checkpoint in Ashing (Belo, Boyo, Nord-Ouest) for an unknown reason. There were no fatalities. The civilian was traveling to sell flowers at graduation when he was stopped and taken to a nearby house by the soldiers. He was taken to the Kikwini hospital for treatment."
llama3.2:3b,CAO6334,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.04]",,0.83,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"Around 31 July 2022, the Cameroonian military forces (Rapid Intervention) killed a Boko Haram (JAS) fighter along the Amchide - Kolofata road, coded to Amchide (Kolofata, Mayo-Sava, Extreme-Nord)"
llama3.2:3b,CAO13234,V,E,0.96,"[0.02, 0.01, 0.96, 0.0, 0.01, 0.0]",,0.93,Ambazonian Separatists (Cameroon),"On 27 March 2024, Ambazonian Separatists abducted 6 civilians onboard a commercial vehicle at an illegal checkpoint in Sabga (Tubah, Mezam, Nord-Ouest) and took them to their hideout along with the vehicle. The civilians were released the following morning after the Separatists collected their phones and money. The Separatists kept the vehicle and demanded one million Franc CFA from the driver before the release of his vehicle."
llama3.2:3b,CAO11338,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.04]",,0.86,Ambazonian Separatists (Cameroon),"On 16 December 2023, Ambazonian Separatists physically assaulted a business man at the roadside and collected 2 million Francs CFA from the individual before escaping on a motorcycle in Nkwen (Bamenda - Nkwen, Bamenda 3, Mezam, Nord-Ouest). No information on injuries."
llama3.2:3b,CAO7902,R,R,0.85,"[0.09, 0.01, 0.02, 0.03, 0.81, 0.05]",,0.87,Rioters (Cameroon),"On 6 October 2023, Kotoko farmers clashed with the Araba Choa herders in Makary (Makary, Logone-et-Chari, Extreme-Nord). 1 civilian was killed and 4 others were injured."
llama3.2:3b,CAO10167,V,V,0.98,"[0.98, 0.01, 0.0, 0.0, 0.0, 0.01]",,0.94,Ambazonian Separatists (Cameroon),"On 22 January 2023, Ambazonian Separatists from the Restoration Forces faction sexually abused a girl in Dienyi (Meme, Sud-Ouest) as they extorted an unspecified amount of money from civilians in their private residence."
llama3.2:3b,CAO13575,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.85,Military Forces of Cameroon (1982-),"On 20 April 2024, security forces, coded as the military forces arrested some 60 civilians (50 men and 10 women) during a cordon and search operation in Ikata (Muyuka, Fako, Sud-Ouest) from their private residences for not having valid identification documents."
llama3.2:3b,CAO10720,S,E,0.92,"[0.01, 0.02, 0.96, 0.01, 0.01, 0.02]",,0.85,Military Forces of Cameroon (1982-),"Property destruction: On 25 May 2023, state security forces, coded as military forces, set four civilian houses ablaze in Akossia (Mezam, Nord-Ouest) after the residents were accused of hiding separatists."
llama3.2:3b,CAO5300,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.04]",,0.91,Military Forces of Cameroon (1982-),"Around 6 July 2021 (as reported), the military forces ambushed Ambazonian separatists on the road from Manbanda to Tombel town (Kupe-Manenguba, Sud-Ouest), killing a separatist commander."
llama3.2:3b,CAO12863,V,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.91,Military Forces of Cameroon (1982-),"On 9 January 2021, state forces attacked Owe (Muyuka, Fake, Sud-Ouest) and arrested a civilian suspected of being a member of an armed group."
llama3.2:3b,CAO12006,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.9,Military Forces of Cameroon (1982-),"On 18 October 2023, state security forces (coded as military) detained 60 civilians in Mundemba (Ndian, Sud-Ouest) for unknown reasons. They were released over three hours after they were detained."
llama3.2:3b,CAO3215,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.81,Military Forces of Cameroon (1982-),"On 31 March 2020, residents found an unexploded IED on the Pivou-Limani road, Kolofata subdivision (Mayo-Sava, Extreme-Nord). The military forces were alerted and defused the device."
llama3.2:3b,CAO4198,V,S,0.85,[],,0.65,Ambazonian Separatists (Cameroon),"On 7 January 2021, suspected Ambazonian separatists kidnapped between 6 and 7 students in Mulang neighborhood of Bamenda town (Mezam, Nord-Ouest)."
llama3.2:3b,CAO9104,S,E,0.98,"[0.01, 0.02, 0.96, 0.0, 0.01, 0.01]",,0.78,Ambazonian Separatists (Cameroon),"Looting: On 6 August 2022, Ambazonian Separatist fighters looted 5 motorbikes from civilians who refused to pay imposed fines at a Separatist-mounted illegal checkpoint at Kombone Mission in Mbonge (Mbonge, Meme, Sud-Ouest)."
llama3.2:3b,CAO15047,V,V,0.92,"[0.92, 0.02, 0.01, 0.01, 0.01, 0.01]",,0.76,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 27 July 2024, the military forces from the Rapid Intervention beat and injured some 20 civilians they had taken out of a drinking spot at Old Park in Batibo (Batibo, Momo, Nord-Ouest). The military forces accused them of having fun while the soldiers were suffering in the conflict with the Ambazonian Separatists. 2 of the victims reported the incident to the Divisional Officer. The outcome of the reporting is unknown."
llama3.2:3b,CAO14839,S,E,0.96,"[0.02, 0.01, 0.96, 0.0, 0.01, 0.0]",,0.83,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 12 September 2024, Boko Haram (JAS) (likely) militants looted money, 2 motorbikes, 2 mobile phones, food items from farmers along the Amchide - Maloumri road, coded to Amchide (Kolofata, Mayo-Sava, Extreme-Nord). The victims escaped and alerted the military forces in Amchide."
llama3.2:3b,CAO11425,B,B,0.92,"[0.02, 0.93, 0.01, 0.01, 0.01, 0.03]",,0.91,Military Forces of Cameroon (1982-),"On 3 December 2023, the military forces ambushed Ambazonian Separatists from the Restoration Forces in Yoke (Muyuka, Fako, Sud-Ouest) and engaged in a gunbattle with them. 2 separatists were killed while two soldiers sustained life threatening injuries."
llama3.2:3b,CAO7395,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.03, 0.01]",,0.88,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 23 June 2023, the military forces (Rapid Intervention) ambushed Boko Haram (JAS) (likely) militants in Ganse (Kolofata, Mayo-Sava, Extreme-Nord). 1 militant was killed and various items recovered by the military forces."
llama3.2:3b,CAO9782,S,E,0.98,"[0.01, 0.02, 0.96, 0.0, 0.01, 0.01]",,0.94,Ambazonian Separatists (Cameroon),"Other: On 14 November 2022, Ambazonian Separatists fired sporadic gunshots for about 10 minutes in Kikfiuni, Belo commune, coded to Mbessa (Boyo, Nord-Ouest). The reason for the gunshots is not known."
llama3.2:3b,CAO12521,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.01]",,0.8,Military Forces of Cameroon (1982-),"On 26 March 2023, state security forces (coded as military) assaulted civilians, whom they had arrested, in Mulang (Bamenda - Njah, Mezam, Nord-Ouest) for not having identity documents."
llama3.2:3b,CAO8684,B,B,0.92,"[0.01, 0.93, 0.02, 0.01, 0.01, 0.03]",,0.84,Military Forces of Cameroon (1982-),"Around 2 March 2024 (as reported), the military forces clashed with the Boko Haram (JAS) (likely) militants along the road between Djibrili and Zamga, coded to Djibrili (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord). 1 militant was killed."
llama3.2:3b,CAO11563,V,V,0.98,"[0.98, 0.01, 0.0, 0.0, 0.0, 0.01]",,0.8,Military Forces of Cameroon (1982-),"On 21 June 2023, government forces, coded as military, raped a 12-year-old girl in Atoini, coded to Njinikom (Boyo, Nord-Ouest). No further information is available."
llama3.2:3b,CAO12520,B,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.97,Military Forces of Cameroon (1982-),"On 4 May 2023, state security forces (coded as military) arrested an Ambazonian Separatist from the Restoration Forces from a restaurant in Eyumojock (Manyu, Sud-Ouest). There were no fatalities."
llama3.2:3b,CAO5218,S,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.49]",,0.83,Military Forces of Cameroon (1982-),"Defusal: On 1 May 2021, the military forces retrieved and defused an IED planted by suspected Ambazonian separatists in Sabga village, Tubah subdivision (Mezam, Nord-Ouest)."
llama3.2:3b,CAO12776,B,S,0.85,"[0.04, 0.03, 0.02, 0.01, 0.01, 0.29]",,0.92,Military Forces of Cameroon (1982-),"On 5 February 2021, military forces and Ambazonian separatists engaged in an armed clash in Mulang (Bamenda - Njah, Bamenda 3, Mezam, Nord-Ouest). There were no casualties."
llama3.2:3b,CAO9887,V,V,0.92,"[0.92, 0.02, 0.01, 0.01, 0.01, 0.01]",,0.88,Military Forces of Cameroon (1982-),"On 2 December 2022, military forces shot and killed two former Ambazonian separatists fighters in Ekombe Bonji (Meme, Sud-Ouest). The had arrested them after a clash (coded separately)."
llama3.2:3b,CAO15611,S,E,0.96,"[0.02, 0.01, 0.96, 0.01, 0.01, 0.01]",,0.95,Military Forces of Cameroon (1982-),"Other: On 19 September 2024, security forces, coded as the military forces, fired several shots at the military minor base in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest) for an unknown reason."
llama3.2:3b,CAO11281,V,V,0.92,"[0.92, 0.01, 0.02, 0.01, 0.01, 0.05]",,0.87,Ambazonian Separatists (Cameroon),"On 24 November 2023, the Ambazonian Restoration Forces abducted a builder from a public transport vehicle at a vehicle checkpoint in Nguti (Nguti, Kupe-Manenguba, Sud-Ouest)."
llama3.2:3b,CAO6136,V,V,0.92,"[0.93, 0.02, 0.01, 0.01, 0.01, 0.03]",,0.85,Military Forces of Cameroon (1982-),"On 29 May 2022, Cameroon military forces attacked a local drinking parlor in Kumbo (Kumbo, Bui, Nord-Ouest) killing 5. One of the 5 died on his way to the hospital. The reason for the attack is unknown."
