model,event_id,true_label,pred_label,pred_conf,logits,reasoning,latency_sec,actor_norm,notes
conflibert,NIG20500,P,B,0.5263040661811829,,,0.01,Protesters (Nigeria),"On 21 April 2021, the Ilorin Branch of the Nigerian Bar Association staged protest marches along major streets and at the Government House in Illorin (Ilorin East LGA, Kwara) to demand for the autonomy of the judiciary and legislature."
conflibert,NIG31610,B,V,0.5674958229064941,,,0.01,Police Forces of Nigeria (2023-),"On 12 June 2023, policemen engaged an unidentified cult militia in an armed clash at their hideout in Ogoloma (Okrika, Rivers). Four militia members including the leader who had been decleared wanted and a female were killed."
conflibert,NIG27705,V,V,0.5247125029563904,,,0.01,ISPAC: Ibaa Security Planning and Advisory Committee,"On 6 March 2021, ISPAC shot and killed three civilians in Ibaa community (Emohua, Rivers). The reason for the attack is unknown."
conflibert,NIG17107,V,V,0.56278395652771,,,0.01,Police Forces of Nigeria (2015-2023),"On 26 May 2020, Police officers attacked and detained a group of officers from Lagos State Building Control Agency during an inspection in Aja (Eti-Osa LGA, Lagos). They also shot in the air. No fatalities and/or injuries reported."
conflibert,NIG23603,B,V,0.5618005990982056,,,0.01,Military Forces of Nigeria (2015-2023),"On 6 February 2022, Nigerian troops engaged Kaduna militiamen in an armed clash and foiled an abduction at Ungwan Garama, near Maraban Rido (Chikun, Kaduna). The militiamen fled while seven abductees were rescued by the troops."
conflibert,NIG32699,V,V,0.5157604217529297,,,0.01,Zamfara Communal Militia (Nigeria),"On 9 September 2023, a Zamfara militia abducted over 50 civilians around Darita forest while they were on transit to Bagega (Anka, Zamfara) for the weekly market. One of the abductees who escaped claimed that the militiamen were followers of Halilu Buzu and that the abduction was a response to the government's closure of the Bagega cattle market."
conflibert,NIG34652,B,V,0.5672168731689453,,,0.01,Military Forces of Nigeria (2023-),"On 15 January 2024, the Nigerian troops clashed with IS/BH fighters attacking loggers around Galtimari near Konduga town (Konduga, Borno). IS/BH fighters had shot and wounded a logger and abducted others before the military intervened. The militiamen retreated after the army outgunned them. There were no fatalities."
conflibert,NIG21997,B,V,0.5133283138275146,,,0.01,Unidentified Armed Group (Nigeria),"On 31 July 2021, an unidentified armed group attacked civilians and clashed with security forces in Maiyanga (Bassa, Plateau) and Tamburam in Riyom LGA. Twelve people, including security forces were killed, an unspecified number of houses destroyed."
conflibert,NIG26000,V,V,0.548710286617279,,,0.01,Igbide Communal Militia (Nigeria),"On 5 September 2022, a presumed faction of Igbide communal militia killed one person and wounded the vice president of a faction of the community at Igbide (Isoko South, Delta). The two victims were driving together when they were shot by the assailants, soldiers were deployed to the area to restore calm."
conflibert,NIG31171,B,V,0.5658112168312073,,,0.01,Kaduna Communal Militia (Nigeria),"On 1 May 2023, a Kaduna militia were engaged in an armed clash with security operatives at Dorayi village in Zaria LGA (Kaduna) where they abducted about 20 persons and rustled cattle. The assailants abandoned the abductees, burnt down one house and two motorcycles before they fled."
conflibert,NIG35805,B,V,0.5240080952644348,,,0.01,Military Forces of Nigeria (2023-),"On 27 March 2024, the Nigerian troops engaged IS/BH fighters in a firefight in the Gori general area in Gwoza LGA, coded to Gwoza (Gwoza, Borno). One of the militants was killed, and the troops recovered some rustled cattle."
conflibert,NIG21038,B,V,0.5247723460197449,,,0.01,Military Forces of Nigeria (2015-2023),"Around 12 June 2021 (as reported), Nigerian military troops clashed with the Indigenous People of Biafra (IPOB) security outfit, Eastern Security Network (ESN), in Ohafia (Ohafia LGA, Abia). Six soldiers and one ESN fighter were killed."
conflibert,NIG19749,B,V,0.5568336248397827,,,0.01,Military Forces of Nigeria (2015-2023),"On 9 February 2021, Nigerian military clashed with ISWAP fighters following an attack on Rann (Kala/Balge LGA, Borno). Local sources report at least 19 Boko Haram fighters were killed and five gun trucks destroyed. ISWAP sources report a number of Nigerian soldiers were killed and injured and weapons and ammunition seized."
conflibert,NIG22373,B,B,0.5612854361534119,,,0.01,Unidentified Armed Group (Nigeria),"On 24 October 2021, an unidentified group clashed with Fulani pastoralists in Agbudu (Kogi, Kogi), coded as Koton-Karfe. Two pastoralists and one of the assailants were killed."
conflibert,NIG24688,B,V,0.5651609301567078,,,0.01,Military Forces of Nigeria (2015-2023),"On 28 April 2022, Nigerian troops on a clearance operation killed several ISWAP/ Boko Haram militants, including the spiritual head of Galta, around Manjo Ali Qere, Dikwa LGA (Borno). Arms and ammunition were also recovered; several fatalities coded as 3."
conflibert,NIG34115,E,V,0.5342034101486206,,,0.01,Military Forces of Nigeria (2023-),"On 9 December 2023, the Nigerian Airforce launched airstrikes at the Boko Haram armory in Amchile, coded to Gargash (Bama, Borno). The strikes destroyed the arms depot and killed scores of the militiamen. 20 fatalities coded."
conflibert,NIG17799,B,V,0.5151307582855225,,,0.01,Police Forces of Nigeria (2015-2023),"On 28 July 2020, Nigerian police engaged with suspected Katsina Communal Militia in Ruwan-Dorawan (Dutsin-ma LGA, Katsina), killing three and recovering weapons and cattle."
conflibert,NIG20782,R,V,0.5113081932067871,,,0.01,Rioters (Nigeria),"On 22 May 2021, youth residents clashed with Nigerian custom operatives at Eruwa (Ibarapa East LGA, Oyo) over smuggled election materials in light of the local government elections. Two reported fatalities."
conflibert,NIG24582,R,V,0.5485554337501526,,,0.01,Rioters (Nigeria),"On 16 April 2022, a group demonstrating against the death of ritual suspect in police custody burnt the house of a police officer and blocked some roads in Ile-Ife (Ife Central, Osun). The police shot and killed one of the demonstrators while trying to disperse them, while the police denied the fatality took place."
conflibert,NIG32069,B,V,0.5405805706977844,,,0.01,Islamic State West Africa Province (ISWAP),"On 17 July 2023, ISWAP militants attack Nigerian troops at a checkpoint in Njimtilo (Magumeri, Borno) which led to the troops' escape. ISWAP claimed to have captured some equipment from the troops, casualties are unknown."
conflibert,NIG27221,V,B,0.5482245683670044,,,0.01,Katsina Communal Militia (Nigeria),"On 27 June 2020, a Katsina militia attacked civilians in Mara Zamfarawa (Dan-Musa, Katsina), three locals were killed and three others were wounded."
conflibert,NIG36709,S,V,0.5951570868492126,,,0.01,Military Forces of Nigeria (2023-),"Defusal: Around 16 May 2024 (as reported), the Nigerian troops of Operation Desert Sanity III captured and destroyed an IS/BH's Vehicle-Borne Improvised Explosive Device (VBIED) in Sambisa Forest Reserve (Gwoza, Borno)."
conflibert,NIG36760,B,V,0.5689806342124939,,,0.01,Military Forces of Nigeria (2023-),"On 19 May 2024, military forces engaged a Kaduna militia in an armed clash at Baka general area (Igabi, Kaduna). The militia fled, some of them with gunshot wounds and the troops recovered one rifle and two motorcycles."
conflibert,NIG23596,S,V,0.5975355505943298,,,0.01,Government of Nigeria (2015-2023),"Security measures: On 5 February 2022, the Niger state government imposed a curfew till further notice on Shiroro and Rafi LGAs of the state, to curb attacks by militiamen on civilians. Location coded as Minna (Minna, Niger)."
conflibert,NIG17096,R,V,0.5406361818313599,,,0.01,Rioters (Nigeria),"Around 24 May 2020 (as reported), three local chiefs and women were burnt by a mob in Oku (Boki LGA, Cross River) over witchcraft allegations. 1 victim died."
conflibert,NIG17949,E,V,0.5381730794906616,,,0.01,Military Forces of Nigeria (2015-2023),"On 17 August 2020, the Nigerian Airforce conducted air strikes against ISWAP in Bukar Meram (Kukawa LGA, Borno), killing some ISWAP commanders and destroying several logistic facilities of the group. Some fatalities coded as 10."
conflibert,NIG31771,V,V,0.578731894493103,,,0.01,Police Forces of Nigeria (2023-),"On 30 June 2023, policemen in a minivan ran over a civilian who was in handcuffs at Ekpoma (Esan West, Edo). The victim was seriously wounded."
conflibert,NIG27039,B,B,0.5301910638809204,,,0.01,Police Forces of Nigeria (2015-2023),"On 13 May 2021, an unidentified armed group attacked Moniokoro police station Rumuola (Obio, Rivers). Casualties unknown."
conflibert,NIG27537,V,V,0.5446741580963135,,,0.01,Unidentified Armed Group (Nigeria),"On 22 December 2020, an armed group attacked commuters and abducted an unspecified number of persons along the Benin-Auchi highway in Ehor (Uhunmwode, Edo). There are no reports about demands for ransom."
conflibert,NIG22566,E,V,0.5171660780906677,,,0.01,Military Forces of Nigeria (2015-2023),"On 10 November 2021, NAF fighter jets carried out air strikes on a Fulani pastoralist settlement in Kashinbila and Tor Donga areas (Takum, Taraba), coded as Takum. The strikes lasted for two days, the victims were unarmed and about 1500 cattle were killed. Casualties unknown."
conflibert,NIG34850,S,V,0.6071212887763977,,,0.01,Military Forces of Nigeria (2023-),"Property destruction: Around 8 February 2024 (as reported), the Nigerian Army discovered and destroyed a massive illegal oil refinery in Okoloma (Oyigbo, Rivers) and Umuahale area in Ukwa West LGA of Abia State, coded separately."
conflibert,NIG23464,E,V,0.57552170753479,,,0.01,Military Forces of Nigeria (2015-2023),"Around 2 February 2022 (as reported), Nigerian military forces conducted air strikes on camps of militiamen in Ilela village (Safana, Katsina). Dozens were killed including 2 militia leaders, Gwaska Dankarami and Alhaji Abdulkarim, and others wounded."
conflibert,NIG23785,B,V,0.5586479306221008,,,0.01,Unidentified Armed Group (Nigeria),"On 20 February 2022, armed individuals killed two policemen attached to the Enugu state Commissioner for Lands as they ambushed him at an undisclosed community in Anambra, while on his way to Enugu. The officer's rifles were taken away, while the Commissioner escaped. Location coded to Awka (Awka South, Anambra). The police confirmed the incident and claimed the whereabouts of the policemen are unknown."
conflibert,NIG38776,R,B,0.5104023218154907,,,0.01,Rioters (Nigeria),"Around 1 October 2024, RTEAN members clashed over a leadership tussle in Okokomaiko (Ojo, Lagos), Iyana-Iba, and the Lagos State University area, coded separately. Violence erupted within the tricycle and commercial motorcycle riders branch of the Association. At least two people were killed while many others were injured and properties damaged. Two fatalities shared across three events; one fatality coded."
conflibert,NIG36004,B,V,0.5165603756904602,,,0.01,Military Forces of Nigeria (2023-),"On 12 April 2024, troops of the joint task force of Operation Hadarin Daji carried out an offensive and engaged a Zamfara militia in an armed clash at Gobirawar Challi in Maru LGA (Zamfara), Baba-Doka and Kaboro (coded separately). 12 militia members were killed, others fled with gunshot wounded and the troops recovered weapons, ammunition, 18 cows and 10 motorcycles. 12 fatalities split across 3 events coded as 4."
conflibert,NIG24442,V,V,0.5271475911140442,,,0.01,Fulani Ethnic Militia (Nigeria),"On 7 April 2022, suspected armed pastoralists attacked the Odiguetue community (Ovia North East, Edo) and killed 5 persons. The community leader claimed the assailants had repeatedly invaded the community and destroyed the locals' crops to feed their cattle."
conflibert,NIG31878,R,V,0.5366740226745605,,,0.01,Rioters (Nigeria),"On 4 July 2023, rioters set a police vehicle ablaze at Kofar Guga in Katsina metropolis (Katsina, Katsina) while demonstrating over the attempted arrest of a traffic offender. Eight persons were arrested in connection with the demonstration."
conflibert,NIG16878,V,B,0.5091869235038757,,,0.01,Fulani Ethnic Militia (Nigeria),"On 25 April 2020 (or around), suspected Fulani militias attacked Kikwari in Kajuru LGA (Kaduna), killed 3 residents and looted and burnt down the village."
conflibert,NIG30412,V,V,0.5439119935035706,,,0.01,Unidentified Cult Militia (Nigeria),"On 12 January 2021, seven unidentified cult militias attacked and assaulted a man in Port Harcourt (Port Harcourt, Rivers) after having an altercation with one of their members while queuing for national identity card registration. The armed militia dispossessed him of his phone and money, and the ensuing commotion disrupted the registration exercise."
conflibert,NIG32404,V,B,0.5186145901679993,,,0.01,Unidentified Armed Group (Nigeria),"On 25 August 2023, an unidentified armed group abducted five civilians from Kabusa community (Abuja Municipal, FCT). There are no reports on ransom demands."
conflibert,NIG35468,V,V,0.5749905109405518,,,0.01,Unidentified Armed Group (Nigeria),"On 10 March 2024, an unidentified armed group numbering six abducted a Chinese national from a guest house around Eyenkorin in Ilorin (Ilorin West, Kwara) where he was lodged. The police claimed to have arrested three suspects in connection with the abduction. The abductee was rescued on 19 March by operatives of the state police command (there are no further details on ransom payment or a clash)."
conflibert,NIG26719,V,B,0.5230914950370789,,,0.01,Zamfara Communal Militia (Nigeria),"On 22 May 2021, a Zamfara militia killed at least 8 farmers in Damaga (Maradun LGA, Zamfara)."
conflibert,NIG16458,E,V,0.55877286195755,,,0.01,Military Forces of Nigeria (2015-2023),"On 27 February 2020, Nigerian Air Force conducted air strikes against a camp of Boko Haram (JAS) in Sambisa Forest (Gwoza, Borno) resulting in some fatalities. Unknown number of fatalities coded as 10."
conflibert,NIG38274,S,V,0.61429762840271,,,0.01,Police Forces of Nigeria (2023-),"Weapons seizure: Around 24 August 2024 (as reported), police intercepted 124 rounds of anti-aircraft ammunition conveyed by a woman at Rafin Sanyi village in Doma LGA, coded to Doma (Nassarawa). The ammunition was hidden in a gallon of palm oil and was to be delivered to a Katsina militia."
conflibert,NIG16109,B,B,0.517328143119812,,,0.01,Military Forces of Nigeria (2015-2023),"On 18 January 2020, Nigerian Armed Forces and Civilian JTF cleared an ambush of Boko Haram (JAS) at Warabe (Gwoza, Borno) and killed 2 BH fighters in the battle."
conflibert,NIG18121,B,V,0.5380847454071045,,,0.01,Military Forces of Nigeria (2015-2023),"On 6 September 2020, military troops clashed with a Benue communal militia at Tse Agi located in the general area of Agagbe (Gwer West LGA, Benue). Four militiamen arrested. Multiple sources report fatality numbers ranging from 0 to 4."
conflibert,NIG31049,B,B,0.515821099281311,,,0.01,Gbagyi Ethnic Militia (Nigeria),"On 24 April 2023, Gbagyi and Hausa ethnic militias clashed in Gwarinpa (Abuja Municipal, FCT). The clash started the previous day and was temporarily brought under control [coded separately]; three persons were killed, several others were wounded and cars were vandalized. Some sources report that the clash resulted from an attempt by the Gbagyi militia to retaliate the robbery of a local politician by a group of Hausa persons. 3 fatalities split across 2 events coded as 1."
conflibert,NIG29598,B,V,0.5212871432304382,,,0.01,Police Forces of Nigeria (2015-2023),"On 7 January 2023, the police and the local hunters attacked an unidentified armed group in their enclave in Mansur forest, Mansur (Alkaleri, Bauchi). The police shot and killed two members of the group during a gun battle and recovered a fabricated SMG rifle and three operational motorcycles (Honda Bajaj). 2 fatalities reported."
conflibert,NIG18972,B,V,0.533064603805542,,,0.01,Military Forces of Nigeria (2015-2023),"On 22 November 2020, Nigerian military troops clashed with a Zamfara communal militia at Gidan Ruwa along Rukudawa (Zurmi LGA, Zamfara) after receiving a distress call. One reported fatality. Two suspected militiamen were also arrested and their weapons recovered by the Nigerian military."
conflibert,NIG25905,B,B,0.5169599652290344,,,0.01,Military Forces of Nigeria (2015-2023),"On 8 August 2022, Nigerian troops on clearance operations clashed with ISWAP/ Boko Haram militants at an iilegal market established by the militants at Dambia, also called Markas (Bama, Borno). Four militants were killed, others fled and four women suspected to be the wives of the militants were wounded and evacuated to the hospital for treatment."
conflibert,NIG36108,B,V,0.5821688771247864,,,0.01,Police Forces of Nigeria (2015-2023),"On 26 June 2022, policemen on routine patrol engaged an unidentified armed group in a clash and foiled an attempted abduction by the group. One member of the group who had been on the police's wanted list was killed. Location coded to Benin City (Oredo, Edo)."
conflibert,NIG17490,V,V,0.5665305852890015,,,0.01,Unidentified Armed Group (Nigeria),"Around 22 June 2020 (as reported), the Special Adviser to the Cross River Governor on Forestry Security allegedly ordered the torture of residents of Boki LGA (Cross River) he saw harming him in his dream. The perpetrators of the torture are unknown. The Advisor is linked to various incidents of torturing perceived witches in the area."
conflibert,NIG28233,B,V,0.5451739430427551,,,0.01,Katsina Communal Militia (Nigeria),"On 6 September 2022, a Katsina militia ambushed soldiers on patrol and engaged them in an armed clash in Kaiga (Dan-Musa, Katsina). Two soldiers were killed, and unspecified number of others were wounded."
conflibert,NIG30912,V,V,0.5164815783500671,,,0.01,Kaduna Communal Militia (Nigeria),"On 9 April 2023, a Kaduna militia killed three civilians at Kankomi (Chikun, Kaduna). The bodies were found by soldiers who repelled the militia's attack on a military post (coded separately)."
conflibert,NIG39041,B,V,0.5152966380119324,,,0.01,Military Forces of Nigeria (2023-),"Around 17 October 2024 (between 15 - 18 October), the Nigerian troops clashed with IPOB militants in Obubra (Obubra, Cross River), Orsu, and Arochukwu, coded separately. The troops killed twenty-four militants and rescued hostages. 24 fatalities shared across the three events; 8 fatalities coded."
conflibert,NIG31867,S,V,0.5669536590576172,,,0.01,Military Forces of Nigeria (2023-),"Property destruction: Around 26 June 2023 (between 15 June - 6 July), troops of the joint task force of Operation Delta Safe destroyed 30 illegal refining sites across Delta coded to Asaba (Oshimili South, Delta), Bayelsa, Cross River and Rivers states [coded separately]. 125 storage tanks, 227 ovens, 11 dugout pits and 21 wooden boats were recovered, 42 suspected saboteurs were arrested."
conflibert,NIG25857,V,V,0.5793545842170715,,,0.01,Unidentified Armed Group (Nigeria),"On 29 July 2022, an unidentified armed group abducted a gold miner and his driver along Ilesa-Oshogbo (Osogbo, Osun). A ransom of 100 million naira was demanded for the miner, the victims were released around 8 August after 20 million naira was paid as ransom."
conflibert,NIG21373,B,V,0.5547002553939819,,,0.01,Military Forces of Nigeria (2015-2023),"On 16 May 2021, the security forces clashed with Boko Haram members in Kawuri (Konduga LGA, Borno). Around 40 members of the special forces were killed."
conflibert,NIG36785,V,V,0.5258862376213074,,,0.01,Islamic State West Africa Province (ISWAP),"On 12 May 2024, ISWAP fighters killed two people and injured three others after attacking a civilian convoy around Dar el Jamal village (Bama, Borno). on the Bama-Banki Road."
conflibert,NIG19101,B,V,0.5354905128479004,,,0.01,Military Forces of Nigeria (2015-2023),"On 5 December 2020, Nigerian Airforce with Nigerian Police clashed with a Kaduna communal militia in the Kofa Area of Kaduna State. No report on fatalities."
conflibert,NIG18063,B,V,0.584344208240509,,,0.01,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 30 August 2020, Boko Haram or ISWAP clashed with military forces along Dikwa-Ngala road in Missini (Ngala LGA, Borno). Material damage reported"
conflibert,NIG25591,V,V,0.5860913991928101,,,0.01,Unidentified Armed Group (Nigeria),"On 13 July 2022, an unidentified armed group killed one person and abducted three others at Boto village (Tafawa Balewa, Bauchi). Two victims were relatives of a former governor who was the target of the assailants. A ransom of 600 million naira was demanded and later reduced to 6 million. Policemen reached the village after the assailants left. One of the abductees who is a female was released after 6 days, the other abductees were released around 26 July, there are no reports about ransom payment."
conflibert,NIG34478,V,V,0.5637085437774658,,,0.01,Military Forces of Nigeria (2023-),"On 9 December 2023, some Nigerian soldiers tortured and wounded a police officer (off duty) around the Nigerian Army's 63 Brigade in Asaba (Oshimili South, Delta) over an allegation of wrong parking and refusal to comply with a soldier's directive. The victim was taken to a hospital for treatment."
conflibert,NIG22030,B,B,0.5006188154220581,,,0.01,Police Forces of Nigeria (2015-2023),"On 20 September 2021, police forces of Nigeria engaged an unidentified armed group in an armed clash while trying to rescue a kidnapped victim in Calabar (Calabar Municipal, Cross River). During the kidnapping the group also shot and injured an individual. The victim was rescued and the armed group escaped with gunshot wounds."
conflibert,NIG26981,V,V,0.5185725092887878,,,0.01,Unidentified Armed Group (Nigeria),"On 13 March 2020, an unidentified armed group attacked Tarhembe village in Mbawa council ward (Guma, Benue). The assailants fired indiscriminately, killing 3 persons and wounding an unspecified number."
conflibert,NIG29408,V,V,0.5127791166305542,,,0.01,Niger Communal Militia (Nigeria),"On 30 December 2022, a Niger militia abducted 8 civilians from Maje Daji village, coded to nearby Dobi (Gwagwalada, FCT). The abductees were rescued by security operatives that intercepted the militia in Niger state [coded separately]."
conflibert,NIG19682,P,V,0.528923511505127,,,0.01,Protesters (Nigeria),"On 4 February 2021, hundreds of women demonstrators staged protest marches on major roads and at the palace of Alale of Akungba in Akungba (Akoko South West LGA, Ondo) over the frequent motor accidents in the community."
conflibert,NIG18122,V,B,0.510045051574707,,,0.01,Iloba Communal Militia (Nigeria),"Around 6 September 2020 (as reported), members of Iloba communal militia shot a local government worker along Erin/Egbedi road in Erin-Osun (Irepodun LGA, Osun) over a land dispute between Iloba and Erin-Osun villages. One reported fatality."
conflibert,NIG30630,S,V,0.5719742178916931,,,0.01,Government of Nigeria (2015-2023),"Security measures: On 20 March 2023, the Kano state government imposed a dusk to dawn curfew on the state after thousands of residents took to the streets to jubilate the over the victory of the candidate of the NNPP in the governorship elections. The curfew was lifted the following day. Location coded to Kano (Kano Municipal, Kano)."
conflibert,NIG20453,E,V,0.5193642377853394,,,0.01,Military Forces of Nigeria (2015-2023),"Around 16 April 2021 (as reported), Nigerian Airforce conducted air strikes against ISWAP militants in Zari (Mobbar LGA, Borno). Air strikes were also registered in Tudun Wulgo, Tumbun Alhaji in the same LGA and Ngala, Abadan and Marte LGA (coded separately). According to the authorities 7 top commanders were killed, and another was injured. Fatalities split in 5 events."
conflibert,NIG28348,B,B,0.5012751817703247,,,0.01,Military Forces of Nigeria (2015-2023),"On 20 October 2022, troops of Operation Hadarin Daji who were on a fighting patrol clashed with a Zamfara militia at Dorca village (Anka, Zamfara). Two militiamen including Ibrahim Chire who was a militia leader were killed, others fled with injuries. One rifle, 4 rounds of ammunition, one motorcycle and mobile phones were recovered."
conflibert,NIG37113,B,V,0.517072319984436,,,0.01,Police Forces of Nigeria (2023-),"On 30 May 2024, police killed an IPOB member and injured three others, enforcing a 'sit at home' order at the Oba flyover, Oba (Idemili South, Anambra). The police intercepted them while operating on a motorcycle. They arrested one, but three managed to escape with gunshot wounds."
conflibert,NIG17627,E,V,0.5831015706062317,,,0.01,Military Forces of Nigeria (2015-2023),"On 6 July 2020, Nigerian Air Forces conducted air strikes against camps of unidentified militias in Kagara Forest of Sokoto State. Several militiamen were reported killed. Several fatalities coded as 3."
conflibert,NIG19053,E,V,0.5169386267662048,,,0.01,Military Forces of Nigeria (2015-2023),"On 30 November 2020, Nigerian Airforce conducted air strikes against Boko Haram elements (assumed JAS) at a settlement 1.7km East of Yale (Konduga LGA, Borno), killing several and destroying some of their structures. Unknown fatalities coded as 10."
conflibert,NIG22612,V,V,0.5092310309410095,,,0.01,Zamfara Communal Militia (Nigeria),"On 14 November 2021, members of a Zamfara militia numbering up to a hundred attacked Kwarin Mai Saje (Tsafe, Gusau), coded as Tsafe, raped an unspecified number of women, abducted six persons and looted valuables. The attack was a punitive measure on the village over its failure to pay a levy imposed by the militia."
conflibert,NIG36700,P,B,0.5277059674263,,,0.01,Protesters (Nigeria),"On 15 May 2024, members of the Tinubu youths and women network protested at the office of the EFCC in Jabi (Abuja Municipal, FCT) against the commission's delay in probing the minister of state for defense."
conflibert,NIG28349,B,V,0.6396881937980652,,,0.01,Police Forces of Nigeria (2015-2023),"On 15 October 2022, a policeman shot and killed his colleague in Umuahia (Umuahia North, Abia) following an argument. The details of the argument are unknown."
conflibert,NIG24504,R,V,0.5437548160552979,,,0.01,Rioters (Nigeria),"On 13 April 2022, some passengers of Max air demonstrated and destroyed some facilities at the domestic wing of the Nnamdi Azikiwe International Airport (Abuja Municipal, FCT) over the long delay of their flight. The officials of Max air fled."
conflibert,NIG37032,B,B,0.5018137097358704,,,0.01,Military Forces of Nigeria (2023-),"On 25 May 2024, Nigerian troops clashed with a Kaduna militia while raiding their enclave at Nasarawa Azzara, coded to Gidan Azara (Kachia, Kaduna). The troops killed three militiamen, and others escaped with gunshot wounds. Two bodies were later found with gunshot wounds by a hunter, making the fatalities five."
conflibert,NIG18956,B,B,0.5153123736381531,,,0.01,Military Forces of Nigeria (2015-2023),"On 19 November 2020, Nigerian military troops clashed with a Benue communal militia at Tor Donga (Katsina-Ala LGA, Benue), killing three and injuring others."
conflibert,NIG38914,P,B,0.5382587909698486,,,0.01,Protesters (Nigeria),"On 17 August 2024, resident doctors under the aegis of the NARD protested at the Federal Medical Centre in Asaba (Oshimili South, Delta) over the continued holding of one of their colleagues hostage by her abductor since 27 December 2023."
conflibert,NIG33825,B,B,0.5228849649429321,,,0.01,Military Forces of Nigeria (2023-),"On 11 November 2023, the security forces (coded as the military) clashed with an armed group attacking Ogiadiama Ward 9 in Unit 14, Southern Ijaw LGA, coded to Azuzuama (Southern Ijaw, Bayelsa). The attackers were forced to retreat. There were no fatalities."
conflibert,NIG38759,B,B,0.5111570954322815,,,0.01,Military Forces of Nigeria (2023-),"Around 30 September 2024 (as reported), the Nigerian troops clashed with IS/BH (JAS), killing three militants near Ashigashiya village (Gwoza, Borno). They intercepted the militia's logistics and seized three vehicles loaded with food supplies and some money."
conflibert,NIG31678,B,V,0.5297015905380249,,,0.01,Police Forces of Nigeria (2023-),"On 18 June 2023, policemen in the Katsina state command, led by the command's OC anti-kidnapping unit and OC SIB engaged a Katsina militia led by Audu Lankai in an armed clash at their camp in Jibia LGA (Katsina) and Batsari LGA [coded separately]. 5 militiamen were killed, one was arrested, 38 cows, 40 sheep and 65 goats were recovered. 5 fatalities split across 2 events coded as 2."
conflibert,NIG30111,B,B,0.5282870531082153,,,0.01,Military Forces of Nigeria (2015-2023),"On 23 February 2023, the joint task force of Operation Hadin Kai ambushed and clashed with Boko Haram/ ISWAP militants at locations in Bama LGA (Borno), Mafa and Gwoza [coded separately]. 10 militants were killed; split across 3 events and coded as 4, the others fled with gunshot wounds. The troops recovered weapons, ammunition, and other items after exploiting the general areas."
conflibert,NIG37245,E,V,0.5607762932777405,,,0.01,Military Forces of Nigeria (2023-),"On 9 June 2024, the Nigerian Air Force conducted an air strike that targeted Katsina militias at Bakori Hills and Yartsintsiya in Kankara LGA (Katsina). 29 militia members were killed, 21 from bomb fragments and 8 others from gunshots and an unspecified number of civilian abductees were rescued."
conflibert,NIG18205,B,V,0.5467720627784729,,,0.01,Military Forces of Nigeria (2015-2023),"Around 14 September 2020 (as reported), Nigerian troops clashed with Katsina communal militia around the Faskari and Mararaban Kawaye areas (Faskari LGA, Katsina), rescuing 14 abducted victims, including two women. No reported fatalities."
conflibert,NIG20191,B,V,0.546417772769928,,,0.01,Military Forces of Nigeria (2015-2023),"On 20 March 2021, ISWAP fighters clashed with Nigerian military and MNJTF troops at Wulgo near Gamboru (Ngala LGA, Borno). Military sources report several ISWAP fighters (unknown fatalities coded as 3) and 2 MNJTF soldiers were killed. ISWAP sources report one soldier was killed and weapons and ammunition seized. Property damage also reported."
conflibert,NIG16865,E,V,0.5246312618255615,,,0.01,Military Forces of Nigeria (2015-2023),"On 21 February 2020, Nigerian Air Force conducted air strikes against unidentified gunmen in Maidaro, Ingale and Kara in Giwa LGA (Kaduna). About 40 militiaman were killed."
conflibert,NIG18723,V,V,0.5033673644065857,,,0.01,Unidentified Armed Group (Nigeria),"On 20 October 2020, unidentified gunmen abducted two Christian pastors and a worshipper along Ubulu-Unor/Ogwashi-Uku road (Aniocha South LGA, Delta). Victims released after paying ransom."
conflibert,NIG37022,B,V,0.5978935956954956,,,0.01,Military Forces of Nigeria (2023-),"On 24 May 2024, troops of the Nigerian army intercepted and clashed with a Kaduna militia at Kidandan junction (Giwa, Kaduna). The militia fled and abandoned one pistol which the soldiers recovered. Fatalities are unknown."
conflibert,NIG30262,E,V,0.5420065522193909,,,0.01,Military Forces of Nigeria (2015-2023),"On 5 March 2023, NAF killed three civilians in an airstrike that was targeted at a Kaduna militia in Sabon Gida village of Fatika district (Giwa, Kaduna). The militiamen ran into the village from a nearby bush, the victims included a pregnant woman and two teenagers, five other villagers sustained injuries."
conflibert,NIG20796,B,V,0.5172715187072754,,,0.01,Military Forces of Nigeria (2015-2023),"Around 23 May 2021 (as reported), Nigerian military clashed with Kaduna communal militia following the abduction of residents at Ungwan Najaja in Kerawa (Igabi LGA, Kaduna). Kidnapped victims were rescued. No reported fatalities."
conflibert,NIG31148,V,V,0.5257741808891296,,,0.01,Military Forces of Nigeria (2015-2023),"Around 6 May 2023, (sometime between 1 and 8 May), special task force operatives presumed to comprise of soldiers and policemen killed a Jengere youth leader in Jos (Jos North, Plateau) where he was tortured following his arrest. The victim was released from custody on 1 May and dies on 8 May, residents of the town claim that he died from injuries he sustained while in custody."
