model,event_id,true_label,pred_label,pred_conf,logits,notes,latency_sec,actor_norm
conflibert_finetuned_fewshot_v1,CAO12475,V,E,0.19821037352085114,"[0.19372420012950897, 0.19821037352085114, 0.16417671740055084, 0.149734765291214, 0.1529727429151535, 0.14118118584156036]","On 24 July 2023, state security forces (coded as military) shot and injured a civilian along the road in Mamfe commune, coded to Mamfe (Manyu, Sud-Ouest). They shot him after he attempted to flee when they stopped him. He later died from his injuries.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO9505,B,R,0.1866750568151474,"[0.17913052439689636, 0.17615154385566711, 0.12327637523412704, 0.1866750568151474, 0.151429682970047, 0.18333680927753448]","On 10 October 2022, the military forces ambushed and killed 2 suspected Ambazonian Separatists in Bole Bakundu near Bole (Meme, Sud-Ouest).",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO14871,V,R,0.2000255286693573,"[0.19432441890239716, 0.1651952564716339, 0.12384089827537537, 0.2000255286693573, 0.1454954743385315, 0.17111839354038239]","On 20 July 2024, Ambazonian Separatists from the Restoration Forces faction abducted the traditional ruler of Betock village from his private residence in Betock (Nguti, Kupe-Manenguba, Sud-Ouest). The Separatists accused him of attending a meeting with Government authorities and security forces.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO3024,B,B,0.19853892922401428,"[0.19853892922401428, 0.18824434280395508, 0.1445033997297287, 0.15529564023017883, 0.15824994444847107, 0.15516771376132965]","On 23 February 2020, Boko Haram attacked the village of Magam Arabe, near Amtchoukouli, in Fotokol subdivision (Logone-Et-Chari; Extreme-Nord). They took away goods, prompting a rake operation by the military forces, who retrieved 7 sheep and one gun from the assailants.",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO2871,B,E,0.20644474029541016,"[0.1866588592529297, 0.20644474029541016, 0.17461462318897247, 0.14705586433410645, 0.14758113026618958, 0.1376447230577469]","On 21 January 2020, the military forces attacked an Ambazonian separatists' camp in Kossala village, Kumba subdivision (Ndian, Sud-Ouest) [coded: Kumba], killing two Ambazonian separatists. The military also rescued 23 children hostages.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO13818,V,E,0.19742055237293243,"[0.18424709141254425, 0.19742055237293243, 0.17136159539222717, 0.15703748166561127, 0.1521919071674347, 0.13774138689041138]","On 24 April 2024, security forces, coded as the military forces, beat and injured a civilian on the highway in Bokova (Lower Bokova) (Buea, Fako Sud-Ouest) for an unknown reason. There were no fatalities.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO12171,S,B,0.1830451935529709,"[0.1830451935529709, 0.15352904796600342, 0.15937407314777374, 0.18226584792137146, 0.14152640104293823, 0.18025949597358704]","Defusal: On 27 August 2023, state security forces, coded as the military forces, acting on a tip-off, defused an IED planted by Ambazonian Separatists in Njinikom (Njinikom, Boyo, Nord-Ouest) targeting civilian spectators during a football tournament that was organized by the municipality's mayor. There were no fatalities.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO2836,V,B,0.19819115102291107,"[0.19819115102291107, 0.18801039457321167, 0.1562974601984024, 0.168210968375206, 0.14549759030342102, 0.14379240572452545]","On 13 January 2020, the military forces attacked Kumbo town, in Jakiri subdivision (Bui, Nord-Ouest). They reportedly killed one person, and burnt over 8 houses in several areas of the town.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO3794,V,E,0.1976015269756317,"[0.19306345283985138, 0.1976015269756317, 0.15175098180770874, 0.14666669070720673, 0.150017648935318, 0.1608995795249939]","On 23 October 2020, the military forces killed one person and burnt properties during a raid in Bamessing town (Ngo-ketunjia, Nord-Ouest).",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO6033,B,E,0.30312347412109375,"[0.14994657039642334, 0.30312347412109375, 0.15838053822517395, 0.13439778983592987, 0.12762345373630524, 0.12652823328971863]","Around 26 April 2022, the Cameroonian military conducted a raid and clashed with Ambazonian separatists fighters in Batibo (Batibo, Momo, Nord-Ouest), killing 14 separatists fighters in 3 locations of Batibo, Ndu and Mbonge. 14 fatalities split across 3 events.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO7171,V,B,0.1967555582523346,"[0.1967555582523346, 0.17749281227588654, 0.15010932087898254, 0.17130808532238007, 0.15331679582595825, 0.15101738274097443]","On 15 March 2023, police officers attacked university students in Buea (Buea, Fako, Sud-Ouest). A student was tortured to death. The police dressed in civilian clothes had arrested the two students from a hotel. The whereabouts of the other student is not known. They were suspects in the Race of Hope marathon explosion.",0.001,Police Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO6702,S,R,0.23857684433460236,"[0.18644055724143982, 0.11339548975229263, 0.13818739354610443, 0.23857684433460236, 0.12955568730831146, 0.1938440501689911]","Looting: On 29 October 2022, suspected Boko Haram (JAS) looted civilians along the Limani - Mora road, coded to Limani (Mora, Mayo-Sava, Extreme-Nord). The assailants stole motorbikes, mobile phones and money.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO8356,B,B,0.2002018541097641,"[0.2002018541097641, 0.1908421516418457, 0.1558864861726761, 0.15312117338180542, 0.15399755537509918, 0.1459508091211319]","On 29 December 2023, Boko Haram militants [JAS faction] clashed with the Gendarmerie forces in Nguetchewe (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord), Casualties unknown.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO14833,S,R,0.25509485602378845,"[0.16175663471221924, 0.11280539631843567, 0.1366269290447235, 0.25509485602378845, 0.11983230710029602, 0.21388383209705353]","Looting: On 7 July 2024, Ambazonian Separatists extorted an unspecified amount of money from civilians at an illegal checkpoint on the main road in Kurubei (Batibo, Momo, Nord-Ouest).",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO4947,S,B,0.19611287117004395,"[0.19611287117004395, 0.1822281777858734, 0.15074630081653595, 0.1666399985551834, 0.14836522936820984, 0.15590743720531464]","On 13 January 2021, a joint police and military forces operation was conducted in Mudeka village, Tiko subdivision (Fako, Sud-Ouest), resulting in 86 people getting arrested.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO6842,B,B,0.20043043792247772,"[0.20043043792247772, 0.1868436336517334, 0.15382935106754303, 0.15505298972129822, 0.1505211442708969, 0.15332233905792236]","On 14 December 2022, the Cameroonian military forces clashed with suspected Boko Haram (JAS) (likely) fighters in Ganse (Kolofata, Mayo-Sava, Extreme-Nord) leading to the death of 4 fighters. Their corpses were found by a civilian who alerted the Cameroonian military forces (Rapid Intervention).",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO16029,V,R,0.22080197930335999,"[0.17830656468868256, 0.15307462215423584, 0.1156366690993309, 0.22080197930335999, 0.14070995151996613, 0.1914702206850052]","On 22 October 2024, Ambazonian Separatists abducted a male civilian from his private residences in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest) for an unknown reason.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO13708,S,R,0.23038610816001892,"[0.1704287976026535, 0.13009922206401825, 0.12909552454948425, 0.23038610816001892, 0.14014387130737305, 0.19984650611877441]","Looting: Around 25 May 2024 (as reported), Boko Haram (JAS) (likely) militants looted food items, clothing, household goods and small farm animals in Medeguer (Koza, Mayo-Tsanaga, Extreme-Nord).",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO5307,S,R,0.210508331656456,"[0.18275445699691772, 0.1371251493692398, 0.16102594137191772, 0.210508331656456, 0.1342187523841858, 0.17436738312244415]","Looting: On 12 July 2021, Boko Haram fighters looted Modoko village, Koza subdivision (Mayo-Tsanaga, Extreme-Nord), taking away foods and clothes. No fatality and/or casualty reported.",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO5487,V,B,0.19376710057258606,"[0.19376710057258606, 0.18795371055603027, 0.15025688707828522, 0.16076457500457764, 0.14732176065444946, 0.1599358767271042]","On 16 August 2021, the military forces tortured several civilians, and looted properties during a raid in Bamenda - Chomba village, Bamenda 2 subdivision (Mezam, Nord-Ouest).",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO12429,B,B,0.2052273154258728,"[0.2052273154258728, 0.1957114040851593, 0.14718595147132874, 0.15665951371192932, 0.1432037502527237, 0.15201209485530853]","On 28 July 2023, Ambazonian Separatists exchanged fire with other Ambazonian Separatists in Bali (Mezam, Nord-Ouest) in a dispute over money extorted from civilians. Two Ambazonian Separatists were killed and their bodies were abandoned in the forest.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO3727,S,E,0.2019212543964386,"[0.17382246255874634, 0.2019212543964386, 0.1827256977558136, 0.15143722295761108, 0.15215207636356354, 0.1379411816596985]","On 1 October 2020, the military forces destroyed buildings in Akum town (Mezam, Nord-Ouest), in retaliation for writings on a vehicle that supported the separatists. No fatality and/or casualty reported.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO6300,V,B,0.2132442593574524,"[0.2132442593574524, 0.16923759877681732, 0.14388146996498108, 0.16900695860385895, 0.14387011528015137, 0.16075967252254486]","On 18 July 2022, the Cameroonian military forces shot sporadically and killed 3 civilians in Gunuku (Mbengwi, Momo, Nord-Ouest). They set several houses on fire. The hands of the victims were tied before they were killed. It is unknown why the attack happened. Many civilians fled to the bushes.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO9651,B,E,0.2189485877752304,"[0.1910204440355301, 0.2189485877752304, 0.16463099420070648, 0.1392429620027542, 0.14991511404514313, 0.1362418234348297]","On 12 June 2022, military forces in an operation to dislodge the hideout of Ambazonian Separatists engaged them in an armed clash at Bamali (Ngo-Ketunjia, Nord-Ouest). One Separatists member and two civilians were killed.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO3212,B,E,0.21179825067520142,"[0.18174487352371216, 0.21179825067520142, 0.1662828028202057, 0.14630863070487976, 0.16273832321166992, 0.13112705945968628]","On 24 April 2020, the military forces engaged in a fire fight with Boko Haram members during an attack on Sandawadjiri village, Kolofata subdivision (Mayo-Sava, Extreme-Nord). One assailant was militant.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO12755,R,B,0.1997353881597519,"[0.1997353881597519, 0.19251640141010284, 0.1376628577709198, 0.15473273396492004, 0.14547164738178253, 0.16988101601600647]","On 4 April 2022, residents killed 1 Ambazonian Separatist fighter in Mbengwi (Mbengwi, Momo, Nord-Ouest) because of the atrocities committed by the separatists in their community.",0.001,Rioters (Cameroon)
conflibert_finetuned_fewshot_v1,CAO12492,B,E,0.2276444286108017,"[0.17870058119297028, 0.2276444286108017, 0.17945800721645355, 0.1202952116727829, 0.14789679646492004, 0.14600487053394318]","On 20 July 2023, Ambazonian Separatists engaged in an armed confrontation with state security forces (coded as military) in Bambalang (Ngo-Ketunjia, Nord-Ouest). Casualties unknown.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO5987,E,R,0.20078054070472717,"[0.18596500158309937, 0.16883857548236847, 0.1280089169740677, 0.20078054070472717, 0.14617645740509033, 0.1702304631471634]","On 12 April 2022, a grenade detonated mistakenly and killed a teenager in Kumbo (Kumbo, Bui, Nord-Ouest) few days after it was presumably thrown by military forces at Ambazonian fighters.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO7920,V,B,0.2018764317035675,"[0.2018764317035675, 0.17862914502620697, 0.15143616497516632, 0.16458210349082947, 0.15153060853481293, 0.151945561170578]","On 2 October 2023, suspected Boko Haram (JAS) (likely) militants attacked civilians working in the onion field in Ganse (Kolofata, Mayo-Sava, Extreme-Nord). 2 were seriously injured. The militants stole 3 motorbikes, 4 telephones and money.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO7219,S,R,0.20188277959823608,"[0.2012513279914856, 0.16470502316951752, 0.12780651450157166, 0.20188277959823608, 0.1362142115831375, 0.1681402176618576]","On 7 April 2023, soldiers arrested over 60 civilians in Ashong (Batibo, Momo, Nord-Ouest). The military had arrived to the village to search for Ambazonian Separatists fighters. The military also broke into civilians houses and looted their items. Some of those arrested were taken to the Gendarmerie Brigade in Batibo, while others were taken to Bamenda.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO13362,S,B,0.19689957797527313,"[0.19689957797527313, 0.17401401698589325, 0.15238717198371887, 0.15997037291526794, 0.15000253915786743, 0.1667262762784958]","Around 10 May 2024 (as reported), a new military logistics base for the Rapid Battalion Intervention was inaugurated in Kumbo (Kumbo, Bui, Nord-Ouest).",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO6723,V,B,0.20116882026195526,"[0.20116882026195526, 0.16351741552352905, 0.14611439406871796, 0.18501809239387512, 0.14460813999176025, 0.15957312285900116]","Around 10 November 2022, a police officer attacked and shot a commercial bike rider in Yaounde (Yaounde 1, Mfoundi, Centre) in the leg after an argument. The officer fled while the victim was taken to the hospital.",0.001,Police Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO5848,S,R,0.2546534240245819,"[0.18482337892055511, 0.10881293565034866, 0.12269912660121918, 0.2546534240245819, 0.13971339166164398, 0.18929776549339294]","Looting: On 27 January 2022, Boko Haram (JAS) fighters looted OuroDole neighborhood of Amchide town, Kolofata subdivision (Mayo-Sava, Extreme-Nord). They took away two motorbikes and other goods and valuables.",0.001,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO9797,B,B,0.20186518132686615,"[0.20186518132686615, 0.18817037343978882, 0.15001995861530304, 0.15624281764030457, 0.1502961963415146, 0.15340544283390045]","On 16 November 2022, military forces, during an operation, shot and injured a Ambazonian Separatists at a checkpoint in Agyati, Bafut commune, coded to Bafut (Mezam, Nord-Ouest). The man escaped with his colleague who were at the checkpoint together.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO15637,V,R,0.20667244493961334,"[0.19916260242462158, 0.16154687106609344, 0.1282917559146881, 0.20667244493961334, 0.14720909297466278, 0.15711721777915955]","On 24 September 2024, Ambazonian Separatists beat and injured 4 commercial motorbike riders at an illegal checkpoint along the Konda - Njwo road in Konda, Njikwa commune (Mbengwi, Momo, Nord-Ouest). The Separatists looted 2 motorbikes.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO4139,V,B,0.19028833508491516,"[0.19028833508491516, 0.17591474950313568, 0.15223923325538635, 0.17909297347068787, 0.1496596336364746, 0.15280503034591675]","On 8 November 2020, the military forces raided Luh village, in Ndu subdivision (Donga-Mantung, Nord-Ouest), killing two civilians including a driver and a bike taxi driver.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO15607,B,B,0.20079410076141357,"[0.20079410076141357, 0.18417154252529144, 0.15318872034549713, 0.15601392090320587, 0.14850486814975739, 0.1573268175125122]","On 21 September 2024, security forces, coded as the military forces, ambushed and clashed with the Ambazonian Separatists at an illegal checkpoint along the Wum - Bafut in Lower Bafut, near Bafut (Bafut, Mezam, Nord-Ouest). Casualties unknown. The fighting caused the temporary displacement of civilians to nearby bushes. Some civilians returned to their homes after the gunfire ceased.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO4930,V,R,0.23355937004089355,"[0.18906080722808838, 0.13918517529964447, 0.12743766605854034, 0.23355937004089355, 0.14288632571697235, 0.1678706854581833]","On 21 November 2020, Ambazonian separatists kidnapped a retired military officer from his home in Mankon town, Bamenda 2 subdivision (Bamenda - Mankon, Mezam, Nord-Ouest).",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO13819,V,R,0.18951663374900818,"[0.18129754066467285, 0.17004230618476868, 0.12090038508176804, 0.18951663374900818, 0.15649139881134033, 0.1817517727613449]","On 24 April 2024, state security forces, coded as the military forces from the Rapid Intervention, beat and arrested 2 family members of a suspected Ambazonian Separatist commander known as 'J Boy' in Kurowan, coded to Korube (Batibo, Momo, Nord-Ouest). The soldiers had targeted the commander, who was not home during their military operation.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO9958,B,E,0.1966673880815506,"[0.1829024851322174, 0.1966673880815506, 0.1714910864830017, 0.15859830379486084, 0.1484573781490326, 0.14188337326049805]","On 3 May 2021, Ambazonian Separatists clashed with state forces, coded as military, at Kombone Mission (Meme, Sud-Ouest). There were no fatalities.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO4946,V,R,0.20380161702632904,"[0.19490543007850647, 0.15579535067081451, 0.13513071835041046, 0.20380161702632904, 0.14043515920639038, 0.16993165016174316]","On 13 January 2021, Ambazonian separatists kidnapped a truck driver and his assistant in Bukow village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest).",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO3184,B,E,0.18946325778961182,"[0.17933228611946106, 0.18946325778961182, 0.18206648528575897, 0.15696004033088684, 0.14783154428005219, 0.14434637129306793]","On 15 April 2020, Ambazonian separatists engaged in fire fights with military forces in Bafut town, Bamenda subdivision (Mezam, Nord-Ouest). No fatality and/or casualty reported.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO11443,B,E,0.2324150949716568,"[0.17881077527999878, 0.2324150949716568, 0.18204517662525177, 0.12344526499509811, 0.14605949819087982, 0.13722427189350128]","On 4 July 2023, state security forces, coded as military forces, who were on transit, clashed with Ambazonian Separatists from the Bui Unity Warriors faction at the separatists' checkpoint in Kimah, coded to Jakiri (Bui, Nord-Ouest). Casualties are unknown.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO6608,B,B,0.19576330482959747,"[0.19576330482959747, 0.1822454035282135, 0.14470644295215607, 0.16158346831798553, 0.15783599019050598, 0.15786536037921906]","On 2 September 2022, Cameroonian military forces (BIR) clashed with suspected Boko Haram (JAS) (likely) fighters in Kolofata (Kolofata, Mayo-Sava, Extreme-Nord) leading to 1 wounded soldier. The armed fighters tried to steal livestock when the military forces intervened.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO10023,B,E,0.21190914511680603,"[0.1994554102420807, 0.21190914511680603, 0.14958281815052032, 0.14528386294841766, 0.1499159187078476, 0.1438528150320053]","On 7 February 2023, military forces based on a tip-off attacked and engaged Ambazonian Separatists in an armed clash at an illegal vehicle checkpoint in Achang (Ngie, Momo, Nord-Ouest). The clash lasted for close to 2 hours 30 minutes, two separatists were killed and an unspecified number of soldiers were wounded.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO8557,B,E,0.21457955241203308,"[0.16837984323501587, 0.21457955241203308, 0.19600991904735565, 0.13583996891975403, 0.1529349535703659, 0.13225576281547546]","Around 16 February 2024 (as reported), Ambazonian Separatists clashed with the military forces around Mamfe (Mamfe, Manyu, Sud-Ouest). With 4 total fatalities, fatalities split across three events. No information on the injuries.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO5541,B,E,0.2186712771654129,"[0.17017003893852234, 0.2186712771654129, 0.19632719457149506, 0.13585524260997772, 0.15187449753284454, 0.12710173428058624]","On 1 October 2021, the army's rapid intervention force attacked a Boko Haram camp in Kerawa village, Kolofata subdivision (Mayo-Sava, Extreme-Nord), killing several fighters. Unknown fatalities coded as 3.",0.001,Military Forces of Cameroon (1982-) Rapid Intervention Battalion
conflibert_finetuned_fewshot_v1,CAO15043,S,R,0.2511249780654907,"[0.18023289740085602, 0.11880530416965485, 0.12766622006893158, 0.2511249780654907, 0.1238090917468071, 0.19836147129535675]","Other: On 31 July 2024, a Gendarmerie patrol team fired sporadic gunshots in Kakar (Ndu, Donga-Mantung, Nord-Ouest) for an unknown reason.",0.001,Military Forces of Cameroon (1982-) Gendarmerie
conflibert_finetuned_fewshot_v1,CAO2818,B,E,0.21457625925540924,"[0.18007181584835052, 0.21457625925540924, 0.1797005832195282, 0.14366298913955688, 0.1495162546634674, 0.13247206807136536]","On 9 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in the village of Awing, in Santa subdivision (Mezam, Nord-Ouest). They reportedly burnt houses and killed one civilian and two separatists. (Total of 3 fatalities).",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO11112,S,R,0.266411691904068,"[0.17158421874046326, 0.09935134649276733, 0.129879891872406, 0.266411691904068, 0.12637419998645782, 0.20639865100383759]","Looting: On 2 February 2024, Ambazonian Separatists extorted money and food items from business persons at the market square in Lassin (Noni, Bui, Nord-Ouest).",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO11775,S,R,0.2991591989994049,"[0.159072607755661, 0.07812216132879257, 0.11952834576368332, 0.2991591989994049, 0.13389599323272705, 0.21022170782089233]","Non-violent activity: On 18 July 2023, Ambazonian Separatists warned truck drivers not to place loads in Ngarum (Donga-Mantung, Nord-Ouest) unless they paid 150,000 francs and registered their vehicles with them.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO6097,B,B,0.19785696268081665,"[0.19785696268081665, 0.19454194605350494, 0.15205106139183044, 0.15616092085838318, 0.14967705309391022, 0.14971207082271576]","On 24 May 2022, Cameroonian military forces clashed with Ambazonian separatist fighters, Bui Warriors around Yelim near Kumbo (Kumbo, Bui, Nord-Ouest) leading to the death of a separatist commander.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO3624,V,B,0.2094845175743103,"[0.2094845175743103, 0.18583138287067413, 0.13522014021873474, 0.16329747438430786, 0.15484142303466797, 0.1513250172138214]","Around 30 August 2020 (as reported), Boko Haram attacked Makoulahe village, in Mora subdivision (Mayo-Sava, Extreme-Nord). They looted houses and injured 2 women.",0.001,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad
conflibert_finetuned_fewshot_v1,CAO15037,S,R,0.26318061351776123,"[0.1686069816350937, 0.1121702715754509, 0.13084816932678223, 0.26318061351776123, 0.11980774998664856, 0.20538625121116638]","Property destruction: On 24 July 2024, the security forces, coded as the military forces set fire to a civilian commercial facility in Jinkfuin, Belo district (Tubah, Mezam, Nord-Ouest). The military forces accused the owner of supplying items to Ambazonian Separatists.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO4239,B,E,0.20251011848449707,"[0.187572181224823, 0.20251011848449707, 0.16245852410793304, 0.1492999792098999, 0.16273245215415955, 0.13542672991752625]","On 24 December 2020, the military forces repelled an attack of Boko Haram in Makoulahe village, Mora subdivision (Mayo-Sava, Extreme-Nord), killing one assailant.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO10480,S,R,0.2805929481983185,"[0.18081346154212952, 0.10117635130882263, 0.11943498998880386, 0.2805929481983185, 0.11993547528982162, 0.19804681837558746]","Property destruction: On 20 March 2023, state security forces, coded as military forces, alongside some local authorities (mayor) destroyed and set several civilian houses ablaze at Mbankah quarters (Ngo-Ketunjia, Nord-Ouest). The mayor accused some civilians of working with Ambazonian Separatists and threatened to destroy all the properties owned by separatists in the area.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO10613,S,R,0.25654956698417664,"[0.18916785717010498, 0.10232390463352203, 0.12249170243740082, 0.25654956698417664, 0.12193435430526733, 0.20753264427185059]","Looting: On 10 May 2023, Ambazonian Separatists from the Restoration Forces extorted money amounting to 200,000 FCFA from a civilian whom they imposed as the new traditional chief in Makwe, Upper Bayang commune, coded to Tinto (Manyu, Sud-Ouest). They also forced the civilians to buy a motorcycle for the man to 'support his reign.' The legal leader fled to Mamfe when the Separatists demanded 500,000 FCFA from him.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO14213,S,B,0.19026722013950348,"[0.19026722013950348, 0.17660097777843475, 0.14779743552207947, 0.16835249960422516, 0.14427711069583893, 0.1727047711610794]","On 30 April 2024, the military forces arrested 46 civilians (34 male and 12 female) from their private residence during a raid in Bai Kuke (Mbonge, Meme, Sud-Ouest). The reasons for the arrest were unknown.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO10471,V,E,0.20623916387557983,"[0.16850043833255768, 0.20623916387557983, 0.19077759981155396, 0.15319573879241943, 0.151808500289917, 0.12947863340377808]","On 22 March 2023, state security forces, coded as military forces, beat up civilians and broke into homes where they looted properties in Ngomgham Mankon, coded to Ntarinkon (Bamenda - Mankon, Mezam, Nord-Ouest). They also harrassed civilians, the attack was after separatists attacked their position in the area and engaged them in an armed clash (coded separately). No information on injuries.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO2846,B,E,0.19641302525997162,"[0.1932721585035324, 0.19641302525997162, 0.16336773335933685, 0.1516256332397461, 0.1481146216392517, 0.1472068578004837]","On 14 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in Peng village, Tombel subdivision (Kupe-Manenguba, Sud-Ouest) [coded: Tombel]. Two civilians were killed after they were reportedly flagged as Ambazonian fighters.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO15945,V,B,0.1998772770166397,"[0.1998772770166397, 0.17946302890777588, 0.15128695964813232, 0.1675608903169632, 0.14942653477191925, 0.15238533914089203]","On 17 October 2024, Ambazonian Separatists abducted 2 civilians during a Church service in Bonambufei (Ngie, Momo, Nord-Ouest). The Separatists accused the pastor of collaborating with the military forces. The victims were released after paying an unknown amount of money.",0.001,Ambazonian Separatists (Cameroon)
conflibert_finetuned_fewshot_v1,CAO10901,S,R,0.20282357931137085,"[0.18557804822921753, 0.1431785523891449, 0.1311088651418686, 0.20282357931137085, 0.13805414736270905, 0.1992567926645279]","Other: On 28 December 2023, the military forces fired several gunshots to the air at the market square in Bamunka (Ndop, Ngo-Ketunjia, Nord-Ouest) after they were informed about the presence of Ambazonian Separatists.",0.001,Military Forces of Cameroon (1982-)
conflibert_finetuned_fewshot_v1,CAO12528,S,R,0.22516921162605286,"[0.1892266571521759, 0.13424275815486908, 0.13212205469608307, 0.22516921162605286, 0.1337999850511551, 0.185439333319664]","Other: On 29 September 2022, state security forces (coded as military) fired gunshots in the air in Kumbo (Bui, Nord-Ouest), which prompted businesses to close. The gunshots came after they were made aware of the presence of Ambazonian Separatists carrying out march rehearsals in anticipation of their Independence Day on 1 October.",0.001,Military Forces of Cameroon (1982-)
