event_id,model,true_label,pred_label,pred_conf_temp,notes,actor_norm,annotation_provenance,annotation_ambiguous_actor,annotation_verb_intensity,annotation_casualty_counts,annotation_passive_voice,annotation_notes
CAO6152,gemma3:4b,B,V,0.92,"On 10 June 2022, Cameroonian military forces exchanged gunshots with suspected separatists and killed 2 civilians in Belo (Tubah, Mezam, Nord-Ouest). Unclear why the military was targeting civilians.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (2),Yes,[auto-generated]
CAO5844,gemma3:4b,B,V,0.92,"On 25 January 2022, the military intercepted Ambazonian separatists and engaged in fire fights with them in Bamenyam town, Penka-Michel subdivision (Menoua, Ouest). At least one soldier was killed and several others injured.",Military Forces of Cameroon (1982-),State-affiliated,No,High,Yes (1),Yes,[auto-generated]
CAO12429,gemma3:4b,B,V,0.8899999999999999,"On 28 July 2023, Ambazonian Separatists exchanged fire with other Ambazonian Separatists in Bali (Mezam, Nord-Ouest) in a dispute over money extorted from civilians. Two Ambazonian Separatists were killed and their bodies were abandoned in the forest.",Ambazonian Separatists (Cameroon),Local/Community,No,High,Yes (2),Yes,[auto-generated]
CAO12201,gemma3:4b,S,V,0.8800000000000001,"Other: On 11 August 2023, Ambazonian Separatists fired gunshots in the air and rounded up civilians in Ikiliwindi Mile 10 (Meme, Sud-Ouest). They accused the population of collaborating with state security forces and threatened to kill anyone who collaborated with them.",Ambazonian Separatists (Cameroon),Independent-National,No,High,No,Unknown,[auto-generated]
CAO7132,gemma3:4b,B,V,0.8800000000000001,"Around 5 March 2023, suspected ISWAP or Boko Haram fighters clashed with the Cameroonian military forces in Marouare, coded to Ngaoundere (Ngaoundere 1, Vina, Adamaoua). 2 fighters were killed while 2 civilians were wounded.",Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Independent-National,No,High,Yes (2),Yes,[auto-generated]
CAO10745,gemma3:4b,B,V,0.8800000000000001,"On 2 June 2023, Ambazonian Separatists detonated an IED targeting a state security forces convoy (coded as military) in Bufi (Menchum, Nord-Ouest). The explosion missed the target, but the soldiers stopped and fired gunshots in the area which caused civilians to flee.",Ambazonian Separatists (Cameroon),Local/Community,No,High,No,Unknown,[auto-generated]
CAO6214,gemma3:4b,S,V,0.8800000000000001,"Property destruction: Around 20 June 2022, Boko Haram (JAS) (likely) burnt houses and looted items in Djakana village, around Limani (Limani, Mayo-Sava, Extreme-Nord), including 4 bicycles.",Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO12645,gemma3:4b,B,V,0.8800000000000001,"On 15 January 2022, Ambazonian separatists and the military engaged in an armed clash at Total gas station in Bamunka near Bamenda (Bamenda 1, Mezam, Nord-Ouest). Three civilians were killed in the crossfire.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (3),Yes,[auto-generated]
CAO8924,gemma3:4b,B,V,0.8899999999999999,"On 29 May 2022, the military forces in a joint operation with the self-defense militia (COVI) ambushed Ambazonian Separatist fighter at a checkpoint in Ngarum (Ndu, Donga-Mantung, Nord-Ouest). 1 separatist was killed.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (1),Yes,[auto-generated]
CAO10508,gemma3:4b,B,V,0.92,"On 14 March 2023, the state security forces, coded as military, shot and killed 3 Ambazonian Separatists at the Ndekwai - Ntenako road axis, coded to Ntenaku (Mamfe, Manyu, Sud-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (3),Unknown,[auto-generated]
CAO5032,gemma3:4b,B,V,0.8800000000000001,"On 10 February 2021, the military forces repelled an incursion of Ambazonian separatists in Meanja water tank neighborhood of Muyuka town (Fako, Sud-Ouest). No fatality and/or casualty reported.",Military Forces of Cameroon (1982-),Local/Community,No,Unknown,Yes (unspecified),Unknown,[auto-generated]
CAO2871,gemma3:4b,B,V,0.92,"On 21 January 2020, the military forces attacked an Ambazonian separatists' camp in Kossala village, Kumba subdivision (Ndian, Sud-Ouest) [coded: Kumba], killing two Ambazonian separatists. The military also rescued 23 children hostages.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (2),No,[auto-generated]
CAO12582,gemma3:4b,S,V,0.84,"Other: On 20 May 2022, Ambazonian Separatists fired warning shots for about 30 minutes in Alabukam near Nlabakam (Bamenda - Mankon, Mezam, Nord-Ouest) to enforce the lockdown for 20 May.",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO11938,gemma3:4b,B,V,0.8700000000000001,"On 10 October 2023, Gendarmerie forces, clashed with Ambazonian Separatists at an illegal Separatist checkpoint in Bamessing (Tubah, Mezam, Nord-Ouest) as Separatists were looting money from commercial vehicles. Casualties unknown. No information on the injuries. The military forces seized 2 motorbikes.",Military Forces of Cameroon (1982-) Gendarmerie,Local/Community,No,Medium,Yes (unspecified),Unknown,[auto-generated]
CAO13051,gemma3:4b,S,V,0.8800000000000001,"Property destruction: Around 3 April 2024 (as reported), suspected ISWAP or Boko Haram militants removed sheet metal Roofs of schools and professional training buildings in Tchahack (Chahack) (Darak, Logone-et-Chari, Extreme-Nord).",Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Social-Media,No,Unknown,No,Yes,[auto-generated]
CAO13082,gemma3:4b,B,V,0.8899999999999999,"On 21 February 2024, the state security forces, coded as the military forces ambushed and clashed with the Ambazonian Separatists restoration forces along Buea - Kumba main road, coded to Kumba (Kumba 1, Meme, Sud-Ouest). A driver of a public transport vehicle was hit and killed by a stray bullet. No information on the injuries.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (1),Yes,[auto-generated]
CAO5627,gemma3:4b,B,V,0.8899999999999999,"Around 24 October 2021 (as reported), the military forces opened fire on BNL fighters who were erecting barricades in Cameroon-Nigeria border area in Bakassi Peninsula, Kombo Abedimo subdivision (Ndian, Sud-Ouest). 2 BNL fighters were killed.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (2),Mixed,[auto-generated]
CAO8784,gemma3:4b,B,V,0.8899999999999999,"On 10 May 2022, suspected Ambazonian Separatist fighters detonated a remote controlled IED targeting traveling military along the Bamenda-Belo road road, coded to Bamenda (Bamenda 1, Mezam, Nord-Ouest). 1 separatist was killed during clashes that followed the detonation. 2 civlians were also killed by stray bullets.",Ambazonian Separatists (Cameroon),Local/Community,No,High,Yes (3),Yes,[auto-generated]
CAO4808,gemma3:4b,B,V,0.8899999999999999,"Around 16 October 2020 (week of), the military forces engaged in fire fights with Ambazonian separatists in Bamessing village, Ndop subdivision (Mezam, Nord-Ouest), resulting in 3 people getting killed.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (3),Unknown,[auto-generated]
CAO14672,gemma3:4b,S,V,0.8800000000000001,"Looting: On 3 July 2024, Ambazonian Separatists from the Restoration Forces faction extorted money, coded as looting, from civilians at an illegal checkpoint on the main road in Bamessing (Tubah, Mezam, Nord-Ouest).",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO11562,gemma3:4b,B,V,0.92,"On 16 June 2023, government forces, coded as military, clashed with Ambazonian Separatists in Kedjem Keku (Tubah, Mezam, Nord-Ouest), leading to the killing of at least 13 civilians and 3 Ambazonian separatists.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (16),Yes,[auto-generated]
CAO11896,gemma3:4b,B,V,0.8999999999999999,"On 28 September 2023, state forces, coded as military, exchanged fire with Ambazonian Separatists in Benade (Menchum, Nord-Ouest) during an operation to dislodge the Ambazonian Separatists. Four civilians, including the traditional chief of Banum village, were killed caught by stray bullets.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (4),Yes,[auto-generated]
CAO11447,gemma3:4b,S,V,0.8800000000000001,"Other: On 4 July 2023, state security forces, coded as military forces, on vehicular patrol shot into the air at the cattle market in Lassin (Bui, Nord-Ouest) to prevent an attack by Ambazonian Separatists after they tipped off that a separatists camp opened in the area.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO15247,gemma3:4b,S,V,0.8800000000000001,"Looting: On 10 August 2024, gendarmerie forces broke into 8 civilian private residences and looted an unspecified amount of money and valuables in Bamunka (Ndop, Ngo-Ketunjia, Nord-Ouest) during an operation to dislodge Ambazonian Separatists from their hideouts.",Military Forces of Cameroon (1982-) Gendarmerie,Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO4947,gemma3:4b,S,V,0.8700000000000001,"On 13 January 2021, a joint police and military forces operation was conducted in Mudeka village, Tiko subdivision (Fako, Sud-Ouest), resulting in 86 people getting arrested.",Military Forces of Cameroon (1982-),Local/Community,No,Low,No,Yes,[auto-generated]
CAO10410,gemma3:4b,S,V,0.8700000000000001,"Property destruction: On 7 April 2023, State security forces, coded as the military forces, set fire to 3 civilian houses in Aboh, coded to Fundong (Njinikom, Boyo, Nord-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,Unknown,No,Unknown,[auto-generated]
CAO11395,gemma3:4b,B,V,0.8800000000000001,"On 2 January 2024, the Bui Unity Warriors attacked a military convoy on transit with a road planted IED in Wainamah (Jakiri, Bui, Nord-Ouest). This prompted military to fire repelling gunshots. Casualties unknown.",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,Yes (unspecified),Unknown,[auto-generated]
CAO8359,gemma3:4b,B,V,0.8700000000000001,"On 4 January 2024, the military forces killed 1 unidentified armed group member in Bourrha (Bourrha, Mayo-Tsanaga, Extreme-Nord). The member was known to abduct civilians. Food items, clothing, bladed weapons and other items were recovered.",Military Forces of Cameroon (1982-) Rapid Intervention Battalion,Social-Media,No,High,Yes (1),No,[auto-generated]
CAO15321,gemma3:4b,S,V,0.8800000000000001,"Looting: On 12 October 2024, Boko Haram (JAS) (likely) militants looted 2 stores and nearly 20 houses in Ldoubam (Mokolo, Mayo-Tsanaga, Extreme-Nord).",Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Independent-National,No,Medium,No,Unknown,[auto-generated]
CAO3105,gemma3:4b,B,V,0.8800000000000001,"On 15 March 2020, the Ambazonian separatists killed a civilian when they targeted a soldier who he was transporting to his duty post in Mundemba town (Ndian, Sud-Ouest).",Ambazonian Separatists (Cameroon),Independent-National,No,High,Yes (1),Unknown,[auto-generated]
CAO12465,gemma3:4b,S,V,0.86,"Property destruction: On 24 July 2023, state security forces (coded as military) set ablaze the traditional house of a village in Belo commune, coded to Oku (Boyo, Nord-Ouest), which had been a secret shrine of 'Beng Aweh.' They also arrested some men, all, with the exception of two, were shortly released.",Military Forces of Cameroon (1982-),Local/Community,No,Low,No,Unknown,[auto-generated]
CAO10079,olmo2:7b,S,V,0.9499999999999998,"Displacement: On 2 February 2023, civilians were displaced for fear of retaliation attacks from, the state security forces in Diongo (Dibombari, Moungo, Littoral) after suspected Ambazonian Separatists mounted an illegal checkpoint paralyzing vehicle movement.",Civilians (Cameroon),Local/Community,No,Medium,No,Yes,[auto-generated]
CAO11075,olmo2:7b,B,V,0.99,"On 23 November 2023, the military forces ambushed Ambazonian Separatists from the Restoration Forces onboard a motorcycle in Konye (Konye, Meme, Sud-Ouest). The military forces members shot and injured one.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,Yes (1),Unknown,[auto-generated]
CAO12794,olmo2:7b,S,V,0.9499999999999998,"Property destruction: On 18 March 2022, suspected military forces burnt down 2 shops in Ndop (Ndop, Ngo-Ketunjia, Nord-Ouest) for failing to open their stores on Mondays. The Ambazonian Separatist fighters had imposed lockdown Mondays.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,Yes,[auto-generated]
CAO3727,olmo2:7b,S,V,0.85,"On 1 October 2020, the military forces destroyed buildings in Akum town (Mezam, Nord-Ouest), in retaliation for writings on a vehicle that supported the separatists. No fatality and/or casualty reported.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (unspecified),No,[auto-generated]
CAO11453,olmo2:7b,S,V,0.85,"Other: On 5 July 2023, state security forces, coded as military forces, fired warning shots into the air at their base in Waindo, coded to Wum (Menchum, Nord-Ouest) after they received news that their colleague was murdered by Ambazonian Separatists at Belo.",Military Forces of Cameroon (1982-),Local/Community,No,High,No,Yes,[auto-generated]
CAO13380,olmo2:7b,B,V,0.99,"On 4 April 2024, the security forces, coded as the military forces shot and killed an unknown Separatist commander at the market in Agyati (Bafut, Mezam, Nord-Ouest). The Separatist tried to escape leading to the military forces shooting him. He died of his injuries.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (1),No,[auto-generated]
CAO10613,olmo2:7b,S,V,0.99,"Looting: On 10 May 2023, Ambazonian Separatists from the Restoration Forces extorted money amounting to 200,000 FCFA from a civilian whom they imposed as the new traditional chief in Makwe, Upper Bayang commune, coded to Tinto (Manyu, Sud-Ouest). They also forced the civilians to buy a motorcycle for the man to 'support his reign.' The legal leader fled to Mamfe when the Separatists demanded 500,000 FCFA from him.",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO4298,olmo2:7b,B,V,0.99,"On 23 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Mulang and Meta neighborhood of Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). Four civilians were killed, reportedly by the military forces.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (4),Yes,[auto-generated]
CAO9421,olmo2:7b,S,V,0.85,"Other: On 15 September 2022, the military forces fired gunshots under unclear circumstances at GRA quarter in Mbengwi (Momo, Nord-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,No,[auto-generated]
CAO10413,olmo2:7b,S,V,0.99,"Property destruction: On 6 April 2023, State security forces (Air Force), coded as the military forces, burned down 7 civilian houses in Maghow, coded to Akwaya (Akwaya,Manyu,Sud-Ouest). The Separatists also stole food items, money and other valuables. The houses were suspected of housing Separatists.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,Yes,[auto-generated]
CAO13505,olmo2:7b,S,V,0.9499999999999998,"Looting: On 10 April 2024, Ambazonian Separatists from the Restoration Forces faction extorted money from commercial motorbike riders and their passengers in Bulu Camp (Mundemba, Ndian, Sud-Ouest) on their way to the market and farms.",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO11220,olmo2:7b,B,V,0.99,"On 8 November 2023, the military forces attacked Ambazonian Separatists from the Restoration Forces during an operation in Mfuni (Mamfe, Manyu, Sud-Ouest). The military forces shot and killed one, while several others sustained life-threatening injuries.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (1),No,[auto-generated]
CAO6152,olmo2:7b,B,V,0.99,"On 10 June 2022, Cameroonian military forces exchanged gunshots with suspected separatists and killed 2 civilians in Belo (Tubah, Mezam, Nord-Ouest). Unclear why the military was targeting civilians.",Military Forces of Cameroon (1982-),Independent-National,No,High,Yes (2),Yes,[auto-generated]
CAO12201,olmo2:7b,S,V,0.99,"Other: On 11 August 2023, Ambazonian Separatists fired gunshots in the air and rounded up civilians in Ikiliwindi Mile 10 (Meme, Sud-Ouest). They accused the population of collaborating with state security forces and threatened to kill anyone who collaborated with them.",Ambazonian Separatists (Cameroon),Independent-National,No,High,No,Unknown,[auto-generated]
CAO10508,olmo2:7b,B,V,0.99,"On 14 March 2023, the state security forces, coded as military, shot and killed 3 Ambazonian Separatists at the Ndekwai - Ntenako road axis, coded to Ntenaku (Mamfe, Manyu, Sud-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (3),Unknown,[auto-generated]
CAO13082,olmo2:7b,B,V,0.9499999999999998,"On 21 February 2024, the state security forces, coded as the military forces ambushed and clashed with the Ambazonian Separatists restoration forces along Buea - Kumba main road, coded to Kumba (Kumba 1, Meme, Sud-Ouest). A driver of a public transport vehicle was hit and killed by a stray bullet. No information on the injuries.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (1),Yes,[auto-generated]
CAO14672,olmo2:7b,S,V,0.99,"Looting: On 3 July 2024, Ambazonian Separatists from the Restoration Forces faction extorted money, coded as looting, from civilians at an illegal checkpoint on the main road in Bamessing (Tubah, Mezam, Nord-Ouest).",Ambazonian Separatists (Cameroon),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO11896,olmo2:7b,B,V,0.99,"On 28 September 2023, state forces, coded as military, exchanged fire with Ambazonian Separatists in Benade (Menchum, Nord-Ouest) during an operation to dislodge the Ambazonian Separatists. Four civilians, including the traditional chief of Banum village, were killed caught by stray bullets.",Military Forces of Cameroon (1982-),Local/Community,No,High,Yes (4),Yes,[auto-generated]
CAO11447,olmo2:7b,S,V,0.85,"Other: On 4 July 2023, state security forces, coded as military forces, on vehicular patrol shot into the air at the cattle market in Lassin (Bui, Nord-Ouest) to prevent an attack by Ambazonian Separatists after they tipped off that a separatists camp opened in the area.",Military Forces of Cameroon (1982-),Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO15247,olmo2:7b,S,V,0.9499999999999998,"Looting: On 10 August 2024, gendarmerie forces broke into 8 civilian private residences and looted an unspecified amount of money and valuables in Bamunka (Ndop, Ngo-Ketunjia, Nord-Ouest) during an operation to dislodge Ambazonian Separatists from their hideouts.",Military Forces of Cameroon (1982-) Gendarmerie,Local/Community,No,Medium,No,Unknown,[auto-generated]
CAO10410,olmo2:7b,S,V,0.9499999999999998,"Property destruction: On 7 April 2023, State security forces, coded as the military forces, set fire to 3 civilian houses in Aboh, coded to Fundong (Njinikom, Boyo, Nord-Ouest).",Military Forces of Cameroon (1982-),Local/Community,No,Unknown,No,Unknown,[auto-generated]
CAO3105,olmo2:7b,B,V,0.99,"On 15 March 2020, the Ambazonian separatists killed a civilian when they targeted a soldier who he was transporting to his duty post in Mundemba town (Ndian, Sud-Ouest).",Ambazonian Separatists (Cameroon),Independent-National,No,High,Yes (1),Unknown,[auto-generated]
CAO12465,olmo2:7b,S,V,0.99,"Property destruction: On 24 July 2023, state security forces (coded as military) set ablaze the traditional house of a village in Belo commune, coded to Oku (Boyo, Nord-Ouest), which had been a secret shrine of 'Beng Aweh.' They also arrested some men, all, with the exception of two, were shortly released.",Military Forces of Cameroon (1982-),Local/Community,No,Low,No,Unknown,[auto-generated]
