model,event_id,true_label,pred_label,pred_conf,logits,reasoning,latency_sec,actor_norm,notes
olmo2:7b,NIG36760,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.95,Military Forces of Nigeria (2023-),"On 19 May 2024, military forces engaged a Kaduna militia in an armed clash at Baka general area (Igabi, Kaduna). The militia fled, some of them with gunshot wounds and the troops recovered one rifle and two motorcycles."
olmo2:7b,NIG23596,S,S,0.9,"{""V"": 0.0, ""B"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 1.0}",,1.08,Government of Nigeria (2015-2023),"Security measures: On 5 February 2022, the Niger state government imposed a curfew till further notice on Shiroro and Rafi LGAs of the state, to curb attacks by militiamen on civilians. Location coded as Minna (Minna, Niger)."
olmo2:7b,NIG17096,R,V,0.9,"{""V"": 1.0, ""B"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.54,Rioters (Nigeria),"Around 24 May 2020 (as reported), three local chiefs and women were burnt by a mob in Oku (Boki LGA, Cross River) over witchcraft allegations. 1 victim died."
olmo2:7b,NIG17949,E,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.94,Military Forces of Nigeria (2015-2023),"On 17 August 2020, the Nigerian Airforce conducted air strikes against ISWAP in Bukar Meram (Kukawa LGA, Borno), killing some ISWAP commanders and destroying several logistic facilities of the group. Some fatalities coded as 10."
olmo2:7b,NIG31771,V,P,0.8,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.7,Police Forces of Nigeria (2023-),"On 30 June 2023, policemen in a minivan ran over a civilian who was in handcuffs at Ekpoma (Esan West, Edo). The victim was seriously wounded."
olmo2:7b,NIG27039,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",,1.36,Police Forces of Nigeria (2015-2023),"On 13 May 2021, an unidentified armed group attacked Moniokoro police station Rumuola (Obio, Rivers). Casualties unknown."
olmo2:7b,NIG27537,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.07,Unidentified Armed Group (Nigeria),"On 22 December 2020, an armed group attacked commuters and abducted an unspecified number of persons along the Benin-Auchi highway in Ehor (Uhunmwode, Edo). There are no reports about demands for ransom."
olmo2:7b,NIG22566,E,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.06,Military Forces of Nigeria (2015-2023),"On 10 November 2021, NAF fighter jets carried out air strikes on a Fulani pastoralist settlement in Kashinbila and Tor Donga areas (Takum, Taraba), coded as Takum. The strikes lasted for two days, the victims were unarmed and about 1500 cattle were killed. Casualties unknown."
olmo2:7b,NIG34850,S,P,0.8,"{""P"": 0.7, ""R"": 0.2}",,0.59,Military Forces of Nigeria (2023-),"Property destruction: Around 8 February 2024 (as reported), the Nigerian Army discovered and destroyed a massive illegal oil refinery in Okoloma (Oyigbo, Rivers) and Umuahale area in Ukwa West LGA of Abia State, coded separately."
olmo2:7b,NIG23464,E,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,0.94,Military Forces of Nigeria (2015-2023),"Around 2 February 2022 (as reported), Nigerian military forces conducted air strikes on camps of militiamen in Ilela village (Safana, Katsina). Dozens were killed including 2 militia leaders, Gwaska Dankarami and Alhaji Abdulkarim, and others wounded."
olmo2:7b,NIG23785,B,P,0.8,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.69,Unidentified Armed Group (Nigeria),"On 20 February 2022, armed individuals killed two policemen attached to the Enugu state Commissioner for Lands as they ambushed him at an undisclosed community in Anambra, while on his way to Enugu. The officer's rifles were taken away, while the Commissioner escaped. Location coded to Awka (Awka South, Anambra). The police confirmed the incident and claimed the whereabouts of the policemen are unknown."
olmo2:7b,NIG38776,R,R,0.8,"{""R"": 0.9, ""S"": 0.1}",,0.59,Rioters (Nigeria),"Around 1 October 2024, RTEAN members clashed over a leadership tussle in Okokomaiko (Ojo, Lagos), Iyana-Iba, and the Lagos State University area, coded separately. Violence erupted within the tricycle and commercial motorcycle riders branch of the Association. At least two people were killed while many others were injured and properties damaged. Two fatalities shared across three events; one fatality coded."
olmo2:7b,NIG36004,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",,0.94,Military Forces of Nigeria (2023-),"On 12 April 2024, troops of the joint task force of Operation Hadarin Daji carried out an offensive and engaged a Zamfara militia in an armed clash at Gobirawar Challi in Maru LGA (Zamfara), Baba-Doka and Kaboro (coded separately). 12 militia members were killed, others fled with gunshot wounded and the troops recovered weapons, ammunition, 18 cows and 10 motorcycles. 12 fatalities split across 3 events coded as 4."
olmo2:7b,NIG24442,V,V,0.95,"{""V"": 0.95, ""B"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.06,Fulani Ethnic Militia (Nigeria),"On 7 April 2022, suspected armed pastoralists attacked the Odiguetue community (Ovia North East, Edo) and killed 5 persons. The community leader claimed the assailants had repeatedly invaded the community and destroyed the locals' crops to feed their cattle."
olmo2:7b,NIG31878,R,R,0.9,"{""R"": 0.8, ""S"": 0.2}",,0.59,Rioters (Nigeria),"On 4 July 2023, rioters set a police vehicle ablaze at Kofar Guga in Katsina metropolis (Katsina, Katsina) while demonstrating over the attempted arrest of a traffic offender. Eight persons were arrested in connection with the demonstration."
olmo2:7b,NIG16878,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.07,Fulani Ethnic Militia (Nigeria),"On 25 April 2020 (or around), suspected Fulani militias attacked Kikwari in Kajuru LGA (Kaduna), killed 3 residents and looted and burnt down the village."
olmo2:7b,NIG30412,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.07,Unidentified Cult Militia (Nigeria),"On 12 January 2021, seven unidentified cult militias attacked and assaulted a man in Port Harcourt (Port Harcourt, Rivers) after having an altercation with one of their members while queuing for national identity card registration. The armed militia dispossessed him of his phone and money, and the ensuing commotion disrupted the registration exercise."
olmo2:7b,NIG32404,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.08,Unidentified Armed Group (Nigeria),"On 25 August 2023, an unidentified armed group abducted five civilians from Kabusa community (Abuja Municipal, FCT). There are no reports on ransom demands."
olmo2:7b,NIG35468,V,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.59,Unidentified Armed Group (Nigeria),"On 10 March 2024, an unidentified armed group numbering six abducted a Chinese national from a guest house around Eyenkorin in Ilorin (Ilorin West, Kwara) where he was lodged. The police claimed to have arrested three suspects in connection with the abduction. The abductee was rescued on 19 March by operatives of the state police command (there are no further details on ransom payment or a clash)."
olmo2:7b,NIG26719,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.0}",,1.06,Zamfara Communal Militia (Nigeria),"On 22 May 2021, a Zamfara militia killed at least 8 farmers in Damaga (Maradun LGA, Zamfara)."
olmo2:7b,NIG16458,E,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",,0.94,Military Forces of Nigeria (2015-2023),"On 27 February 2020, Nigerian Air Force conducted air strikes against a camp of Boko Haram (JAS) in Sambisa Forest (Gwoza, Borno) resulting in some fatalities. Unknown number of fatalities coded as 10."
olmo2:7b,NIG38274,S,S,0.9,"{""V"": 0.0, ""B"": 0.1, ""E"": 0.2, ""P"": 0.3, ""R"": 0.4}",,0.96,Police Forces of Nigeria (2023-),"Weapons seizure: Around 24 August 2024 (as reported), police intercepted 124 rounds of anti-aircraft ammunition conveyed by a woman at Rafin Sanyi village in Doma LGA, coded to Doma (Nassarawa). The ammunition was hidden in a gallon of palm oil and was to be delivered to a Katsina militia."
olmo2:7b,NIG16109,B,B,0.95,"{""B"": 0.9, ""E"": 0.05, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,0.95,Military Forces of Nigeria (2015-2023),"On 18 January 2020, Nigerian Armed Forces and Civilian JTF cleared an ambush of Boko Haram (JAS) at Warabe (Gwoza, Borno) and killed 2 BH fighters in the battle."
olmo2:7b,NIG18121,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,1.0,Military Forces of Nigeria (2015-2023),"On 6 September 2020, military troops clashed with a Benue communal militia at Tse Agi located in the general area of Agagbe (Gwer West LGA, Benue). Four militiamen arrested. Multiple sources report fatality numbers ranging from 0 to 4."
olmo2:7b,NIG31049,B,R,0.8,"{""R"": 0.8, ""S"": 0.2}",,0.58,Gbagyi Ethnic Militia (Nigeria),"On 24 April 2023, Gbagyi and Hausa ethnic militias clashed in Gwarinpa (Abuja Municipal, FCT). The clash started the previous day and was temporarily brought under control [coded separately]; three persons were killed, several others were wounded and cars were vandalized. Some sources report that the clash resulted from an attempt by the Gbagyi militia to retaliate the robbery of a local politician by a group of Hausa persons. 3 fatalities split across 2 events coded as 1."
olmo2:7b,NIG29598,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.94,Police Forces of Nigeria (2015-2023),"On 7 January 2023, the police and the local hunters attacked an unidentified armed group in their enclave in Mansur forest, Mansur (Alkaleri, Bauchi). The police shot and killed two members of the group during a gun battle and recovered a fabricated SMG rifle and three operational motorcycles (Honda Bajaj). 2 fatalities reported."
olmo2:7b,NIG18972,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.94,Military Forces of Nigeria (2015-2023),"On 22 November 2020, Nigerian military troops clashed with a Zamfara communal militia at Gidan Ruwa along Rukudawa (Zurmi LGA, Zamfara) after receiving a distress call. One reported fatality. Two suspected militiamen were also arrested and their weapons recovered by the Nigerian military."
olmo2:7b,NIG25905,B,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",,0.94,Military Forces of Nigeria (2015-2023),"On 8 August 2022, Nigerian troops on clearance operations clashed with ISWAP/ Boko Haram militants at an iilegal market established by the militants at Dambia, also called Markas (Bama, Borno). Four militants were killed, others fled and four women suspected to be the wives of the militants were wounded and evacuated to the hospital for treatment."
olmo2:7b,NIG36108,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",,1.31,Police Forces of Nigeria (2015-2023),"On 26 June 2022, policemen on routine patrol engaged an unidentified armed group in a clash and foiled an attempted abduction by the group. One member of the group who had been on the police's wanted list was killed. Location coded to Benin City (Oredo, Edo)."
olmo2:7b,NIG17490,V,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.59,Unidentified Armed Group (Nigeria),"Around 22 June 2020 (as reported), the Special Adviser to the Cross River Governor on Forestry Security allegedly ordered the torture of residents of Boki LGA (Cross River) he saw harming him in his dream. The perpetrators of the torture are unknown. The Advisor is linked to various incidents of torturing perceived witches in the area."
olmo2:7b,NIG28233,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.95,Katsina Communal Militia (Nigeria),"On 6 September 2022, a Katsina militia ambushed soldiers on patrol and engaged them in an armed clash in Kaiga (Dan-Musa, Katsina). Two soldiers were killed, and unspecified number of others were wounded."
olmo2:7b,NIG30912,V,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,1.47,Kaduna Communal Militia (Nigeria),"On 9 April 2023, a Kaduna militia killed three civilians at Kankomi (Chikun, Kaduna). The bodies were found by soldiers who repelled the militia's attack on a military post (coded separately)."
olmo2:7b,NIG39041,B,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",,0.95,Military Forces of Nigeria (2023-),"Around 17 October 2024 (between 15 - 18 October), the Nigerian troops clashed with IPOB militants in Obubra (Obubra, Cross River), Orsu, and Arochukwu, coded separately. The troops killed twenty-four militants and rescued hostages. 24 fatalities shared across the three events; 8 fatalities coded."
olmo2:7b,NIG31867,S,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.59,Military Forces of Nigeria (2023-),"Property destruction: Around 26 June 2023 (between 15 June - 6 July), troops of the joint task force of Operation Delta Safe destroyed 30 illegal refining sites across Delta coded to Asaba (Oshimili South, Delta), Bayelsa, Cross River and Rivers states [coded separately]. 125 storage tanks, 227 ovens, 11 dugout pits and 21 wooden boats were recovered, 42 suspected saboteurs were arrested."
olmo2:7b,NIG25857,V,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.58,Unidentified Armed Group (Nigeria),"On 29 July 2022, an unidentified armed group abducted a gold miner and his driver along Ilesa-Oshogbo (Osogbo, Osun). A ransom of 100 million naira was demanded for the miner, the victims were released around 8 August after 20 million naira was paid as ransom."
olmo2:7b,NIG21373,B,B,0.95,"{""B"": 0.9, ""E"": 0.05, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.47,Military Forces of Nigeria (2015-2023),"On 16 May 2021, the security forces clashed with Boko Haram members in Kawuri (Konduga LGA, Borno). Around 40 members of the special forces were killed."
olmo2:7b,NIG36785,V,V,0.95,"{""V"": 0.95, ""B"": 0.05, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.06,Islamic State West Africa Province (ISWAP),"On 12 May 2024, ISWAP fighters killed two people and injured three others after attacking a civilian convoy around Dar el Jamal village (Bama, Borno). on the Bama-Banki Road."
olmo2:7b,NIG19101,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.05}",,0.94,Military Forces of Nigeria (2015-2023),"On 5 December 2020, Nigerian Airforce with Nigerian Police clashed with a Kaduna communal militia in the Kofa Area of Kaduna State. No report on fatalities."
olmo2:7b,NIG18063,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,1.18,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 30 August 2020, Boko Haram or ISWAP clashed with military forces along Dikwa-Ngala road in Missini (Ngala LGA, Borno). Material damage reported"
olmo2:7b,NIG25591,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.14,Unidentified Armed Group (Nigeria),"On 13 July 2022, an unidentified armed group killed one person and abducted three others at Boto village (Tafawa Balewa, Bauchi). Two victims were relatives of a former governor who was the target of the assailants. A ransom of 600 million naira was demanded and later reduced to 6 million. Policemen reached the village after the assailants left. One of the abductees who is a female was released after 6 days, the other abductees were released around 26 July, there are no reports about ransom payment."
olmo2:7b,NIG34478,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.02, ""P"": 0.03, ""R"": 0.02, ""S"": 0.02}",,1.09,Military Forces of Nigeria (2023-),"On 9 December 2023, some Nigerian soldiers tortured and wounded a police officer (off duty) around the Nigerian Army's 63 Brigade in Asaba (Oshimili South, Delta) over an allegation of wrong parking and refusal to comply with a soldier's directive. The victim was taken to a hospital for treatment."
olmo2:7b,NIG22030,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,1.02,Police Forces of Nigeria (2015-2023),"On 20 September 2021, police forces of Nigeria engaged an unidentified armed group in an armed clash while trying to rescue a kidnapped victim in Calabar (Calabar Municipal, Cross River). During the kidnapping the group also shot and injured an individual. The victim was rescued and the armed group escaped with gunshot wounds."
olmo2:7b,NIG26981,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.0}",,1.05,Unidentified Armed Group (Nigeria),"On 13 March 2020, an unidentified armed group attacked Tarhembe village in Mbawa council ward (Guma, Benue). The assailants fired indiscriminately, killing 3 persons and wounding an unspecified number."
olmo2:7b,NIG29408,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.03, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.17,Niger Communal Militia (Nigeria),"On 30 December 2022, a Niger militia abducted 8 civilians from Maje Daji village, coded to nearby Dobi (Gwagwalada, FCT). The abductees were rescued by security operatives that intercepted the militia in Niger state [coded separately]."
olmo2:7b,NIG19682,P,P,0.95,"{""P"": 0.95, ""R"": 0.05}",,0.58,Protesters (Nigeria),"On 4 February 2021, hundreds of women demonstrators staged protest marches on major roads and at the palace of Alale of Akungba in Akungba (Akoko South West LGA, Ondo) over the frequent motor accidents in the community."
olmo2:7b,NIG18122,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.02, ""P"": 0.03, ""R"": 0.02, ""S"": 0.02}",,1.17,Iloba Communal Militia (Nigeria),"Around 6 September 2020 (as reported), members of Iloba communal militia shot a local government worker along Erin/Egbedi road in Erin-Osun (Irepodun LGA, Osun) over a land dispute between Iloba and Erin-Osun villages. One reported fatality."
olmo2:7b,NIG30630,S,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.71,Government of Nigeria (2015-2023),"Security measures: On 20 March 2023, the Kano state government imposed a dusk to dawn curfew on the state after thousands of residents took to the streets to jubilate the over the victory of the candidate of the NNPP in the governorship elections. The curfew was lifted the following day. Location coded to Kano (Kano Municipal, Kano)."
olmo2:7b,NIG20453,E,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.04}",,0.96,Military Forces of Nigeria (2015-2023),"Around 16 April 2021 (as reported), Nigerian Airforce conducted air strikes against ISWAP militants in Zari (Mobbar LGA, Borno). Air strikes were also registered in Tudun Wulgo, Tumbun Alhaji in the same LGA and Ngala, Abadan and Marte LGA (coded separately). According to the authorities 7 top commanders were killed, and another was injured. Fatalities split in 5 events."
olmo2:7b,NIG28348,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.93,Military Forces of Nigeria (2015-2023),"On 20 October 2022, troops of Operation Hadarin Daji who were on a fighting patrol clashed with a Zamfara militia at Dorca village (Anka, Zamfara). Two militiamen including Ibrahim Chire who was a militia leader were killed, others fled with injuries. One rifle, 4 rounds of ammunition, one motorcycle and mobile phones were recovered."
olmo2:7b,NIG37113,B,P,0.8,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.7,Police Forces of Nigeria (2023-),"On 30 May 2024, police killed an IPOB member and injured three others, enforcing a 'sit at home' order at the Oba flyover, Oba (Idemili South, Anambra). The police intercepted them while operating on a motorcycle. They arrested one, but three managed to escape with gunshot wounds."
olmo2:7b,NIG17627,E,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.98,Military Forces of Nigeria (2015-2023),"On 6 July 2020, Nigerian Air Forces conducted air strikes against camps of unidentified militias in Kagara Forest of Sokoto State. Several militiamen were reported killed. Several fatalities coded as 3."
olmo2:7b,NIG19053,E,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.95,Military Forces of Nigeria (2015-2023),"On 30 November 2020, Nigerian Airforce conducted air strikes against Boko Haram elements (assumed JAS) at a settlement 1.7km East of Yale (Konduga LGA, Borno), killing several and destroying some of their structures. Unknown fatalities coded as 10."
olmo2:7b,NIG22612,V,V,0.99,"{""V"": 0.99, ""B"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,1.07,Zamfara Communal Militia (Nigeria),"On 14 November 2021, members of a Zamfara militia numbering up to a hundred attacked Kwarin Mai Saje (Tsafe, Gusau), coded as Tsafe, raped an unspecified number of women, abducted six persons and looted valuables. The attack was a punitive measure on the village over its failure to pay a levy imposed by the militia."
olmo2:7b,NIG36700,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.73,Protesters (Nigeria),"On 15 May 2024, members of the Tinubu youths and women network protested at the office of the EFCC in Jabi (Abuja Municipal, FCT) against the commission's delay in probing the minister of state for defense."
olmo2:7b,NIG28349,B,P,0.8,"{""P"": 0.8, ""R"": 0.2}",,0.58,Police Forces of Nigeria (2015-2023),"On 15 October 2022, a policeman shot and killed his colleague in Umuahia (Umuahia North, Abia) following an argument. The details of the argument are unknown."
olmo2:7b,NIG24504,R,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.69,Rioters (Nigeria),"On 13 April 2022, some passengers of Max air demonstrated and destroyed some facilities at the domestic wing of the Nnamdi Azikiwe International Airport (Abuja Municipal, FCT) over the long delay of their flight. The officials of Max air fled."
olmo2:7b,NIG37032,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.93,Military Forces of Nigeria (2023-),"On 25 May 2024, Nigerian troops clashed with a Kaduna militia while raiding their enclave at Nasarawa Azzara, coded to Gidan Azara (Kachia, Kaduna). The troops killed three militiamen, and others escaped with gunshot wounds. Two bodies were later found with gunshot wounds by a hunter, making the fatalities five."
olmo2:7b,NIG18956,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.02}",,0.94,Military Forces of Nigeria (2015-2023),"On 19 November 2020, Nigerian military troops clashed with a Benue communal militia at Tor Donga (Katsina-Ala LGA, Benue), killing three and injuring others."
olmo2:7b,NIG38914,P,P,0.9,"{""P"": 0.8, ""R"": 0.1, ""S"": 0.1}",,0.7,Protesters (Nigeria),"On 17 August 2024, resident doctors under the aegis of the NARD protested at the Federal Medical Centre in Asaba (Oshimili South, Delta) over the continued holding of one of their colleagues hostage by her abductor since 27 December 2023."
olmo2:7b,NIG33825,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,0.94,Military Forces of Nigeria (2023-),"On 11 November 2023, the security forces (coded as the military) clashed with an armed group attacking Ogiadiama Ward 9 in Unit 14, Southern Ijaw LGA, coded to Azuzuama (Southern Ijaw, Bayelsa). The attackers were forced to retreat. There were no fatalities."
olmo2:7b,NIG38759,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.01,Military Forces of Nigeria (2023-),"Around 30 September 2024 (as reported), the Nigerian troops clashed with IS/BH (JAS), killing three militants near Ashigashiya village (Gwoza, Borno). They intercepted the militia's logistics and seized three vehicles loaded with food supplies and some money."
olmo2:7b,NIG31678,B,B,0.9,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.05, ""R"": 0.05, ""S"": 0.02}",,0.95,Police Forces of Nigeria (2023-),"On 18 June 2023, policemen in the Katsina state command, led by the command's OC anti-kidnapping unit and OC SIB engaged a Katsina militia led by Audu Lankai in an armed clash at their camp in Jibia LGA (Katsina) and Batsari LGA [coded separately]. 5 militiamen were killed, one was arrested, 38 cows, 40 sheep and 65 goats were recovered. 5 fatalities split across 2 events coded as 2."
olmo2:7b,NIG30111,B,B,0.95,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,0.94,Military Forces of Nigeria (2015-2023),"On 23 February 2023, the joint task force of Operation Hadin Kai ambushed and clashed with Boko Haram/ ISWAP militants at locations in Bama LGA (Borno), Mafa and Gwoza [coded separately]. 10 militants were killed; split across 3 events and coded as 4, the others fled with gunshot wounds. The troops recovered weapons, ammunition, and other items after exploiting the general areas."
olmo2:7b,NIG37245,E,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.44,Military Forces of Nigeria (2023-),"On 9 June 2024, the Nigerian Air Force conducted an air strike that targeted Katsina militias at Bakori Hills and Yartsintsiya in Kankara LGA (Katsina). 29 militia members were killed, 21 from bomb fragments and 8 others from gunshots and an unspecified number of civilian abductees were rescued."
olmo2:7b,NIG18205,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,0.93,Military Forces of Nigeria (2015-2023),"Around 14 September 2020 (as reported), Nigerian troops clashed with Katsina communal militia around the Faskari and Mararaban Kawaye areas (Faskari LGA, Katsina), rescuing 14 abducted victims, including two women. No reported fatalities."
olmo2:7b,NIG20191,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.01, ""R"": 0.01, ""S"": 0.07}",,1.01,Military Forces of Nigeria (2015-2023),"On 20 March 2021, ISWAP fighters clashed with Nigerian military and MNJTF troops at Wulgo near Gamboru (Ngala LGA, Borno). Military sources report several ISWAP fighters (unknown fatalities coded as 3) and 2 MNJTF soldiers were killed. ISWAP sources report one soldier was killed and weapons and ammunition seized. Property damage also reported."
olmo2:7b,NIG16865,E,B,0.95,"{""B"": 0.95, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",,0.93,Military Forces of Nigeria (2015-2023),"On 21 February 2020, Nigerian Air Force conducted air strikes against unidentified gunmen in Maidaro, Ingale and Kara in Giwa LGA (Kaduna). About 40 militiaman were killed."
olmo2:7b,NIG18723,V,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.0}",,1.06,Unidentified Armed Group (Nigeria),"On 20 October 2020, unidentified gunmen abducted two Christian pastors and a worshipper along Ubulu-Unor/Ogwashi-Uku road (Aniocha South LGA, Delta). Victims released after paying ransom."
olmo2:7b,NIG37022,B,B,0.85,"{""B"": 0.85, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,0.94,Military Forces of Nigeria (2023-),"On 24 May 2024, troops of the Nigerian army intercepted and clashed with a Kaduna militia at Kidandan junction (Giwa, Kaduna). The militia fled and abandoned one pistol which the soldiers recovered. Fatalities are unknown."
olmo2:7b,NIG30262,E,V,0.9,"{""V"": 0.8, ""B"": 0.05, ""E"": 0.05, ""P"": 0.02, ""R"": 0.02, ""S"": 0.02}",,1.06,Military Forces of Nigeria (2015-2023),"On 5 March 2023, NAF killed three civilians in an airstrike that was targeted at a Kaduna militia in Sabon Gida village of Fatika district (Giwa, Kaduna). The militiamen ran into the village from a nearby bush, the victims included a pregnant woman and two teenagers, five other villagers sustained injuries."
olmo2:7b,NIG20796,B,B,0.85,"{""B"": 0.8, ""E"": 0.05, ""P"": 0.02, ""R"": 0.03, ""S"": 0.0}",,0.93,Military Forces of Nigeria (2015-2023),"Around 23 May 2021 (as reported), Nigerian military clashed with Kaduna communal militia following the abduction of residents at Ungwan Najaja in Kerawa (Igabi LGA, Kaduna). Kidnapped victims were rescued. No reported fatalities."
